"","datazone","year","type","count"
"13621","S01001136",2001,"all_people",1089
"13622","S01001136",2001,"church_of_scotland",273
"13623","S01001136",2001,"roman_catholic",207
"13624","S01001136",2001,"other_christian",67
"13625","S01001136",2001,"buddhist",7
"13626","S01001136",2001,"hindu",0
"13627","S01001136",2001,"jewish",0
"13628","S01001136",2001,"muslim",74
"13629","S01001136",2001,"sikh",0
"13630","S01001136",2001,"another_religion",5
"13631","S01001136",2001,"none",403
"13632","S01001136",2001,"not_announced",53
"13633","S01001137",2001,"all_people",1039
"13634","S01001137",2001,"church_of_scotland",247
"13635","S01001137",2001,"roman_catholic",263
"13636","S01001137",2001,"other_christian",92
"13637","S01001137",2001,"buddhist",4
"13638","S01001137",2001,"hindu",1
"13639","S01001137",2001,"jewish",0
"13640","S01001137",2001,"muslim",9
"13641","S01001137",2001,"sikh",0
"13642","S01001137",2001,"another_religion",6
"13643","S01001137",2001,"none",351
"13644","S01001137",2001,"not_announced",66
"13645","S01001138",2001,"all_people",1426
"13646","S01001138",2001,"church_of_scotland",456
"13647","S01001138",2001,"roman_catholic",222
"13648","S01001138",2001,"other_christian",94
"13649","S01001138",2001,"buddhist",0
"13650","S01001138",2001,"hindu",4
"13651","S01001138",2001,"jewish",1
"13652","S01001138",2001,"muslim",20
"13653","S01001138",2001,"sikh",2
"13654","S01001138",2001,"another_religion",13
"13655","S01001138",2001,"none",514
"13656","S01001138",2001,"not_announced",100
"13657","S01001139",2001,"all_people",910
"13658","S01001139",2001,"church_of_scotland",461
"13659","S01001139",2001,"roman_catholic",123
"13660","S01001139",2001,"other_christian",74
"13661","S01001139",2001,"buddhist",0
"13662","S01001139",2001,"hindu",0
"13663","S01001139",2001,"jewish",0
"13664","S01001139",2001,"muslim",8
"13665","S01001139",2001,"sikh",0
"13666","S01001139",2001,"another_religion",4
"13667","S01001139",2001,"none",193
"13668","S01001139",2001,"not_announced",47
"13669","S01001140",2001,"all_people",1024
"13670","S01001140",2001,"church_of_scotland",379
"13671","S01001140",2001,"roman_catholic",297
"13672","S01001140",2001,"other_christian",55
"13673","S01001140",2001,"buddhist",1
"13674","S01001140",2001,"hindu",0
"13675","S01001140",2001,"jewish",4
"13676","S01001140",2001,"muslim",3
"13677","S01001140",2001,"sikh",1
"13678","S01001140",2001,"another_religion",0
"13679","S01001140",2001,"none",237
"13680","S01001140",2001,"not_announced",47
"13681","S01001141",2001,"all_people",577
"13682","S01001141",2001,"church_of_scotland",155
"13683","S01001141",2001,"roman_catholic",107
"13684","S01001141",2001,"other_christian",25
"13685","S01001141",2001,"buddhist",1
"13686","S01001141",2001,"hindu",4
"13687","S01001141",2001,"jewish",0
"13688","S01001141",2001,"muslim",34
"13689","S01001141",2001,"sikh",0
"13690","S01001141",2001,"another_religion",12
"13691","S01001141",2001,"none",168
"13692","S01001141",2001,"not_announced",71
"13693","S01001142",2001,"all_people",1105
"13694","S01001142",2001,"church_of_scotland",562
"13695","S01001142",2001,"roman_catholic",109
"13696","S01001142",2001,"other_christian",111
"13697","S01001142",2001,"buddhist",1
"13698","S01001142",2001,"hindu",0
"13699","S01001142",2001,"jewish",0
"13700","S01001142",2001,"muslim",7
"13701","S01001142",2001,"sikh",4
"13702","S01001142",2001,"another_religion",4
"13703","S01001142",2001,"none",275
"13704","S01001142",2001,"not_announced",32
"13705","S01001143",2001,"all_people",771
"13706","S01001143",2001,"church_of_scotland",401
"13707","S01001143",2001,"roman_catholic",71
"13708","S01001143",2001,"other_christian",61
"13709","S01001143",2001,"buddhist",1
"13710","S01001143",2001,"hindu",1
"13711","S01001143",2001,"jewish",0
"13712","S01001143",2001,"muslim",34
"13713","S01001143",2001,"sikh",0
"13714","S01001143",2001,"another_religion",8
"13715","S01001143",2001,"none",183
"13716","S01001143",2001,"not_announced",11
"13717","S01001144",2001,"all_people",674
"13718","S01001144",2001,"church_of_scotland",232
"13719","S01001144",2001,"roman_catholic",161
"13720","S01001144",2001,"other_christian",38
"13721","S01001144",2001,"buddhist",0
"13722","S01001144",2001,"hindu",0
"13723","S01001144",2001,"jewish",0
"13724","S01001144",2001,"muslim",0
"13725","S01001144",2001,"sikh",0
"13726","S01001144",2001,"another_religion",3
"13727","S01001144",2001,"none",205
"13728","S01001144",2001,"not_announced",35
"13729","S01001145",2001,"all_people",740
"13730","S01001145",2001,"church_of_scotland",331
"13731","S01001145",2001,"roman_catholic",181
"13732","S01001145",2001,"other_christian",44
"13733","S01001145",2001,"buddhist",1
"13734","S01001145",2001,"hindu",0
"13735","S01001145",2001,"jewish",1
"13736","S01001145",2001,"muslim",10
"13737","S01001145",2001,"sikh",1
"13738","S01001145",2001,"another_religion",1
"13739","S01001145",2001,"none",142
"13740","S01001145",2001,"not_announced",28
"13741","S01001146",2001,"all_people",916
"13742","S01001146",2001,"church_of_scotland",397
"13743","S01001146",2001,"roman_catholic",231
"13744","S01001146",2001,"other_christian",38
"13745","S01001146",2001,"buddhist",0
"13746","S01001146",2001,"hindu",18
"13747","S01001146",2001,"jewish",1
"13748","S01001146",2001,"muslim",6
"13749","S01001146",2001,"sikh",0
"13750","S01001146",2001,"another_religion",2
"13751","S01001146",2001,"none",193
"13752","S01001146",2001,"not_announced",30
"13753","S01001147",2001,"all_people",880
"13754","S01001147",2001,"church_of_scotland",185
"13755","S01001147",2001,"roman_catholic",183
"13756","S01001147",2001,"other_christian",52
"13757","S01001147",2001,"buddhist",0
"13758","S01001147",2001,"hindu",1
"13759","S01001147",2001,"jewish",0
"13760","S01001147",2001,"muslim",59
"13761","S01001147",2001,"sikh",0
"13762","S01001147",2001,"another_religion",20
"13763","S01001147",2001,"none",289
"13764","S01001147",2001,"not_announced",91
"13765","S01001148",2001,"all_people",740
"13766","S01001148",2001,"church_of_scotland",390
"13767","S01001148",2001,"roman_catholic",72
"13768","S01001148",2001,"other_christian",59
"13769","S01001148",2001,"buddhist",2
"13770","S01001148",2001,"hindu",1
"13771","S01001148",2001,"jewish",0
"13772","S01001148",2001,"muslim",4
"13773","S01001148",2001,"sikh",0
"13774","S01001148",2001,"another_religion",2
"13775","S01001148",2001,"none",175
"13776","S01001148",2001,"not_announced",35
"13777","S01001149",2001,"all_people",903
"13778","S01001149",2001,"church_of_scotland",298
"13779","S01001149",2001,"roman_catholic",183
"13780","S01001149",2001,"other_christian",82
"13781","S01001149",2001,"buddhist",6
"13782","S01001149",2001,"hindu",5
"13783","S01001149",2001,"jewish",1
"13784","S01001149",2001,"muslim",19
"13785","S01001149",2001,"sikh",0
"13786","S01001149",2001,"another_religion",0
"13787","S01001149",2001,"none",261
"13788","S01001149",2001,"not_announced",48
"13789","S01001150",2001,"all_people",726
"13790","S01001150",2001,"church_of_scotland",235
"13791","S01001150",2001,"roman_catholic",168
"13792","S01001150",2001,"other_christian",29
"13793","S01001150",2001,"buddhist",0
"13794","S01001150",2001,"hindu",0
"13795","S01001150",2001,"jewish",0
"13796","S01001150",2001,"muslim",5
"13797","S01001150",2001,"sikh",0
"13798","S01001150",2001,"another_religion",2
"13799","S01001150",2001,"none",248
"13800","S01001150",2001,"not_announced",39
"13801","S01001151",2001,"all_people",559
"13802","S01001151",2001,"church_of_scotland",171
"13803","S01001151",2001,"roman_catholic",155
"13804","S01001151",2001,"other_christian",25
"13805","S01001151",2001,"buddhist",4
"13806","S01001151",2001,"hindu",0
"13807","S01001151",2001,"jewish",0
"13808","S01001151",2001,"muslim",7
"13809","S01001151",2001,"sikh",0
"13810","S01001151",2001,"another_religion",1
"13811","S01001151",2001,"none",149
"13812","S01001151",2001,"not_announced",47
"13813","S01001152",2001,"all_people",1326
"13814","S01001152",2001,"church_of_scotland",437
"13815","S01001152",2001,"roman_catholic",343
"13816","S01001152",2001,"other_christian",65
"13817","S01001152",2001,"buddhist",1
"13818","S01001152",2001,"hindu",12
"13819","S01001152",2001,"jewish",2
"13820","S01001152",2001,"muslim",41
"13821","S01001152",2001,"sikh",11
"13822","S01001152",2001,"another_religion",8
"13823","S01001152",2001,"none",303
"13824","S01001152",2001,"not_announced",103
"13825","S01001153",2001,"all_people",742
"13826","S01001153",2001,"church_of_scotland",352
"13827","S01001153",2001,"roman_catholic",133
"13828","S01001153",2001,"other_christian",52
"13829","S01001153",2001,"buddhist",1
"13830","S01001153",2001,"hindu",4
"13831","S01001153",2001,"jewish",1
"13832","S01001153",2001,"muslim",13
"13833","S01001153",2001,"sikh",0
"13834","S01001153",2001,"another_religion",0
"13835","S01001153",2001,"none",147
"13836","S01001153",2001,"not_announced",39
"13837","S01001154",2001,"all_people",761
"13838","S01001154",2001,"church_of_scotland",381
"13839","S01001154",2001,"roman_catholic",75
"13840","S01001154",2001,"other_christian",57
"13841","S01001154",2001,"buddhist",1
"13842","S01001154",2001,"hindu",0
"13843","S01001154",2001,"jewish",0
"13844","S01001154",2001,"muslim",0
"13845","S01001154",2001,"sikh",0
"13846","S01001154",2001,"another_religion",4
"13847","S01001154",2001,"none",209
"13848","S01001154",2001,"not_announced",34
"13849","S01001155",2001,"all_people",653
"13850","S01001155",2001,"church_of_scotland",356
"13851","S01001155",2001,"roman_catholic",60
"13852","S01001155",2001,"other_christian",75
"13853","S01001155",2001,"buddhist",1
"13854","S01001155",2001,"hindu",0
"13855","S01001155",2001,"jewish",0
"13856","S01001155",2001,"muslim",0
"13857","S01001155",2001,"sikh",0
"13858","S01001155",2001,"another_religion",4
"13859","S01001155",2001,"none",134
"13860","S01001155",2001,"not_announced",23
"13861","S01001156",2001,"all_people",772
"13862","S01001156",2001,"church_of_scotland",206
"13863","S01001156",2001,"roman_catholic",125
"13864","S01001156",2001,"other_christian",40
"13865","S01001156",2001,"buddhist",2
"13866","S01001156",2001,"hindu",5
"13867","S01001156",2001,"jewish",0
"13868","S01001156",2001,"muslim",39
"13869","S01001156",2001,"sikh",2
"13870","S01001156",2001,"another_religion",6
"13871","S01001156",2001,"none",289
"13872","S01001156",2001,"not_announced",58
"13873","S01001157",2001,"all_people",862
"13874","S01001157",2001,"church_of_scotland",404
"13875","S01001157",2001,"roman_catholic",88
"13876","S01001157",2001,"other_christian",67
"13877","S01001157",2001,"buddhist",1
"13878","S01001157",2001,"hindu",6
"13879","S01001157",2001,"jewish",0
"13880","S01001157",2001,"muslim",13
"13881","S01001157",2001,"sikh",1
"13882","S01001157",2001,"another_religion",0
"13883","S01001157",2001,"none",258
"13884","S01001157",2001,"not_announced",24
"13885","S01001158",2001,"all_people",573
"13886","S01001158",2001,"church_of_scotland",288
"13887","S01001158",2001,"roman_catholic",75
"13888","S01001158",2001,"other_christian",55
"13889","S01001158",2001,"buddhist",0
"13890","S01001158",2001,"hindu",1
"13891","S01001158",2001,"jewish",1
"13892","S01001158",2001,"muslim",1
"13893","S01001158",2001,"sikh",1
"13894","S01001158",2001,"another_religion",1
"13895","S01001158",2001,"none",112
"13896","S01001158",2001,"not_announced",38
"13897","S01001159",2001,"all_people",795
"13898","S01001159",2001,"church_of_scotland",424
"13899","S01001159",2001,"roman_catholic",82
"13900","S01001159",2001,"other_christian",81
"13901","S01001159",2001,"buddhist",3
"13902","S01001159",2001,"hindu",4
"13903","S01001159",2001,"jewish",0
"13904","S01001159",2001,"muslim",6
"13905","S01001159",2001,"sikh",8
"13906","S01001159",2001,"another_religion",6
"13907","S01001159",2001,"none",161
"13908","S01001159",2001,"not_announced",20
"13909","S01001160",2001,"all_people",593
"13910","S01001160",2001,"church_of_scotland",313
"13911","S01001160",2001,"roman_catholic",77
"13912","S01001160",2001,"other_christian",35
"13913","S01001160",2001,"buddhist",0
"13914","S01001160",2001,"hindu",0
"13915","S01001160",2001,"jewish",0
"13916","S01001160",2001,"muslim",11
"13917","S01001160",2001,"sikh",0
"13918","S01001160",2001,"another_religion",2
"13919","S01001160",2001,"none",135
"13920","S01001160",2001,"not_announced",20
"13921","S01001161",2001,"all_people",582
"13922","S01001161",2001,"church_of_scotland",272
"13923","S01001161",2001,"roman_catholic",77
"13924","S01001161",2001,"other_christian",50
"13925","S01001161",2001,"buddhist",1
"13926","S01001161",2001,"hindu",0
"13927","S01001161",2001,"jewish",1
"13928","S01001161",2001,"muslim",10
"13929","S01001161",2001,"sikh",3
"13930","S01001161",2001,"another_religion",4
"13931","S01001161",2001,"none",145
"13932","S01001161",2001,"not_announced",19
"13933","S01001162",2001,"all_people",865
"13934","S01001162",2001,"church_of_scotland",378
"13935","S01001162",2001,"roman_catholic",136
"13936","S01001162",2001,"other_christian",66
"13937","S01001162",2001,"buddhist",0
"13938","S01001162",2001,"hindu",1
"13939","S01001162",2001,"jewish",0
"13940","S01001162",2001,"muslim",10
"13941","S01001162",2001,"sikh",11
"13942","S01001162",2001,"another_religion",3
"13943","S01001162",2001,"none",215
"13944","S01001162",2001,"not_announced",45
"13945","S01001163",2001,"all_people",675
"13946","S01001163",2001,"church_of_scotland",171
"13947","S01001163",2001,"roman_catholic",139
"13948","S01001163",2001,"other_christian",39
"13949","S01001163",2001,"buddhist",0
"13950","S01001163",2001,"hindu",3
"13951","S01001163",2001,"jewish",0
"13952","S01001163",2001,"muslim",12
"13953","S01001163",2001,"sikh",4
"13954","S01001163",2001,"another_religion",3
"13955","S01001163",2001,"none",218
"13956","S01001163",2001,"not_announced",86
"13957","S01001164",2001,"all_people",723
"13958","S01001164",2001,"church_of_scotland",268
"13959","S01001164",2001,"roman_catholic",189
"13960","S01001164",2001,"other_christian",48
"13961","S01001164",2001,"buddhist",0
"13962","S01001164",2001,"hindu",1
"13963","S01001164",2001,"jewish",0
"13964","S01001164",2001,"muslim",18
"13965","S01001164",2001,"sikh",0
"13966","S01001164",2001,"another_religion",0
"13967","S01001164",2001,"none",148
"13968","S01001164",2001,"not_announced",51
"13969","S01001165",2001,"all_people",911
"13970","S01001165",2001,"church_of_scotland",220
"13971","S01001165",2001,"roman_catholic",208
"13972","S01001165",2001,"other_christian",37
"13973","S01001165",2001,"buddhist",0
"13974","S01001165",2001,"hindu",1
"13975","S01001165",2001,"jewish",1
"13976","S01001165",2001,"muslim",127
"13977","S01001165",2001,"sikh",2
"13978","S01001165",2001,"another_religion",3
"13979","S01001165",2001,"none",245
"13980","S01001165",2001,"not_announced",67
"13981","S01001166",2001,"all_people",292
"13982","S01001166",2001,"church_of_scotland",77
"13983","S01001166",2001,"roman_catholic",67
"13984","S01001166",2001,"other_christian",19
"13985","S01001166",2001,"buddhist",1
"13986","S01001166",2001,"hindu",0
"13987","S01001166",2001,"jewish",0
"13988","S01001166",2001,"muslim",4
"13989","S01001166",2001,"sikh",0
"13990","S01001166",2001,"another_religion",2
"13991","S01001166",2001,"none",112
"13992","S01001166",2001,"not_announced",10
"13993","S01001167",2001,"all_people",955
"13994","S01001167",2001,"church_of_scotland",463
"13995","S01001167",2001,"roman_catholic",108
"13996","S01001167",2001,"other_christian",59
"13997","S01001167",2001,"buddhist",1
"13998","S01001167",2001,"hindu",0
"13999","S01001167",2001,"jewish",1
"14000","S01001167",2001,"muslim",100
"14001","S01001167",2001,"sikh",1
"14002","S01001167",2001,"another_religion",0
"14003","S01001167",2001,"none",192
"14004","S01001167",2001,"not_announced",30
"14005","S01001168",2001,"all_people",789
"14006","S01001168",2001,"church_of_scotland",260
"14007","S01001168",2001,"roman_catholic",131
"14008","S01001168",2001,"other_christian",51
"14009","S01001168",2001,"buddhist",1
"14010","S01001168",2001,"hindu",0
"14011","S01001168",2001,"jewish",0
"14012","S01001168",2001,"muslim",11
"14013","S01001168",2001,"sikh",3
"14014","S01001168",2001,"another_religion",8
"14015","S01001168",2001,"none",275
"14016","S01001168",2001,"not_announced",49
"14017","S01001169",2001,"all_people",1013
"14018","S01001169",2001,"church_of_scotland",309
"14019","S01001169",2001,"roman_catholic",336
"14020","S01001169",2001,"other_christian",44
"14021","S01001169",2001,"buddhist",3
"14022","S01001169",2001,"hindu",1
"14023","S01001169",2001,"jewish",0
"14024","S01001169",2001,"muslim",9
"14025","S01001169",2001,"sikh",0
"14026","S01001169",2001,"another_religion",1
"14027","S01001169",2001,"none",251
"14028","S01001169",2001,"not_announced",59
"14029","S01001170",2001,"all_people",829
"14030","S01001170",2001,"church_of_scotland",272
"14031","S01001170",2001,"roman_catholic",214
"14032","S01001170",2001,"other_christian",50
"14033","S01001170",2001,"buddhist",1
"14034","S01001170",2001,"hindu",2
"14035","S01001170",2001,"jewish",0
"14036","S01001170",2001,"muslim",1
"14037","S01001170",2001,"sikh",0
"14038","S01001170",2001,"another_religion",3
"14039","S01001170",2001,"none",243
"14040","S01001170",2001,"not_announced",43
"14041","S01001171",2001,"all_people",634
"14042","S01001171",2001,"church_of_scotland",159
"14043","S01001171",2001,"roman_catholic",178
"14044","S01001171",2001,"other_christian",40
"14045","S01001171",2001,"buddhist",4
"14046","S01001171",2001,"hindu",0
"14047","S01001171",2001,"jewish",0
"14048","S01001171",2001,"muslim",2
"14049","S01001171",2001,"sikh",0
"14050","S01001171",2001,"another_religion",4
"14051","S01001171",2001,"none",208
"14052","S01001171",2001,"not_announced",39
"14053","S01001172",2001,"all_people",663
"14054","S01001172",2001,"church_of_scotland",189
"14055","S01001172",2001,"roman_catholic",179
"14056","S01001172",2001,"other_christian",40
"14057","S01001172",2001,"buddhist",1
"14058","S01001172",2001,"hindu",1
"14059","S01001172",2001,"jewish",0
"14060","S01001172",2001,"muslim",14
"14061","S01001172",2001,"sikh",0
"14062","S01001172",2001,"another_religion",2
"14063","S01001172",2001,"none",199
"14064","S01001172",2001,"not_announced",38
"14065","S01001173",2001,"all_people",1055
"14066","S01001173",2001,"church_of_scotland",322
"14067","S01001173",2001,"roman_catholic",280
"14068","S01001173",2001,"other_christian",39
"14069","S01001173",2001,"buddhist",0
"14070","S01001173",2001,"hindu",0
"14071","S01001173",2001,"jewish",0
"14072","S01001173",2001,"muslim",0
"14073","S01001173",2001,"sikh",0
"14074","S01001173",2001,"another_religion",4
"14075","S01001173",2001,"none",316
"14076","S01001173",2001,"not_announced",94
"14077","S01001174",2001,"all_people",623
"14078","S01001174",2001,"church_of_scotland",163
"14079","S01001174",2001,"roman_catholic",97
"14080","S01001174",2001,"other_christian",23
"14081","S01001174",2001,"buddhist",1
"14082","S01001174",2001,"hindu",1
"14083","S01001174",2001,"jewish",1
"14084","S01001174",2001,"muslim",24
"14085","S01001174",2001,"sikh",0
"14086","S01001174",2001,"another_religion",5
"14087","S01001174",2001,"none",231
"14088","S01001174",2001,"not_announced",77
"14089","S01001175",2001,"all_people",890
"14090","S01001175",2001,"church_of_scotland",240
"14091","S01001175",2001,"roman_catholic",260
"14092","S01001175",2001,"other_christian",28
"14093","S01001175",2001,"buddhist",2
"14094","S01001175",2001,"hindu",2
"14095","S01001175",2001,"jewish",0
"14096","S01001175",2001,"muslim",7
"14097","S01001175",2001,"sikh",0
"14098","S01001175",2001,"another_religion",4
"14099","S01001175",2001,"none",250
"14100","S01001175",2001,"not_announced",97
"14101","S01001176",2001,"all_people",749
"14102","S01001176",2001,"church_of_scotland",273
"14103","S01001176",2001,"roman_catholic",201
"14104","S01001176",2001,"other_christian",37
"14105","S01001176",2001,"buddhist",1
"14106","S01001176",2001,"hindu",0
"14107","S01001176",2001,"jewish",0
"14108","S01001176",2001,"muslim",3
"14109","S01001176",2001,"sikh",0
"14110","S01001176",2001,"another_religion",0
"14111","S01001176",2001,"none",193
"14112","S01001176",2001,"not_announced",41
"14113","S01001177",2001,"all_people",799
"14114","S01001177",2001,"church_of_scotland",275
"14115","S01001177",2001,"roman_catholic",170
"14116","S01001177",2001,"other_christian",59
"14117","S01001177",2001,"buddhist",0
"14118","S01001177",2001,"hindu",1
"14119","S01001177",2001,"jewish",0
"14120","S01001177",2001,"muslim",17
"14121","S01001177",2001,"sikh",0
"14122","S01001177",2001,"another_religion",0
"14123","S01001177",2001,"none",221
"14124","S01001177",2001,"not_announced",56
"14125","S01001178",2001,"all_people",862
"14126","S01001178",2001,"church_of_scotland",398
"14127","S01001178",2001,"roman_catholic",216
"14128","S01001178",2001,"other_christian",48
"14129","S01001178",2001,"buddhist",0
"14130","S01001178",2001,"hindu",2
"14131","S01001178",2001,"jewish",0
"14132","S01001178",2001,"muslim",3
"14133","S01001178",2001,"sikh",0
"14134","S01001178",2001,"another_religion",2
"14135","S01001178",2001,"none",143
"14136","S01001178",2001,"not_announced",50
"14137","S01001179",2001,"all_people",982
"14138","S01001179",2001,"church_of_scotland",519
"14139","S01001179",2001,"roman_catholic",121
"14140","S01001179",2001,"other_christian",87
"14141","S01001179",2001,"buddhist",1
"14142","S01001179",2001,"hindu",1
"14143","S01001179",2001,"jewish",0
"14144","S01001179",2001,"muslim",6
"14145","S01001179",2001,"sikh",8
"14146","S01001179",2001,"another_religion",3
"14147","S01001179",2001,"none",207
"14148","S01001179",2001,"not_announced",29
"14149","S01001180",2001,"all_people",713
"14150","S01001180",2001,"church_of_scotland",187
"14151","S01001180",2001,"roman_catholic",189
"14152","S01001180",2001,"other_christian",42
"14153","S01001180",2001,"buddhist",0
"14154","S01001180",2001,"hindu",2
"14155","S01001180",2001,"jewish",0
"14156","S01001180",2001,"muslim",14
"14157","S01001180",2001,"sikh",1
"14158","S01001180",2001,"another_religion",1
"14159","S01001180",2001,"none",230
"14160","S01001180",2001,"not_announced",47
"14161","S01001181",2001,"all_people",894
"14162","S01001181",2001,"church_of_scotland",509
"14163","S01001181",2001,"roman_catholic",104
"14164","S01001181",2001,"other_christian",58
"14165","S01001181",2001,"buddhist",0
"14166","S01001181",2001,"hindu",0
"14167","S01001181",2001,"jewish",0
"14168","S01001181",2001,"muslim",0
"14169","S01001181",2001,"sikh",4
"14170","S01001181",2001,"another_religion",2
"14171","S01001181",2001,"none",183
"14172","S01001181",2001,"not_announced",34
"14173","S01001182",2001,"all_people",908
"14174","S01001182",2001,"church_of_scotland",341
"14175","S01001182",2001,"roman_catholic",218
"14176","S01001182",2001,"other_christian",46
"14177","S01001182",2001,"buddhist",0
"14178","S01001182",2001,"hindu",0
"14179","S01001182",2001,"jewish",1
"14180","S01001182",2001,"muslim",13
"14181","S01001182",2001,"sikh",0
"14182","S01001182",2001,"another_religion",3
"14183","S01001182",2001,"none",230
"14184","S01001182",2001,"not_announced",56
"14185","S01001183",2001,"all_people",1022
"14186","S01001183",2001,"church_of_scotland",378
"14187","S01001183",2001,"roman_catholic",183
"14188","S01001183",2001,"other_christian",61
"14189","S01001183",2001,"buddhist",2
"14190","S01001183",2001,"hindu",0
"14191","S01001183",2001,"jewish",0
"14192","S01001183",2001,"muslim",14
"14193","S01001183",2001,"sikh",0
"14194","S01001183",2001,"another_religion",6
"14195","S01001183",2001,"none",290
"14196","S01001183",2001,"not_announced",88
"14197","S01001184",2001,"all_people",939
"14198","S01001184",2001,"church_of_scotland",336
"14199","S01001184",2001,"roman_catholic",139
"14200","S01001184",2001,"other_christian",83
"14201","S01001184",2001,"buddhist",0
"14202","S01001184",2001,"hindu",2
"14203","S01001184",2001,"jewish",1
"14204","S01001184",2001,"muslim",87
"14205","S01001184",2001,"sikh",0
"14206","S01001184",2001,"another_religion",3
"14207","S01001184",2001,"none",265
"14208","S01001184",2001,"not_announced",23
"14209","S01001185",2001,"all_people",583
"14210","S01001185",2001,"church_of_scotland",320
"14211","S01001185",2001,"roman_catholic",65
"14212","S01001185",2001,"other_christian",46
"14213","S01001185",2001,"buddhist",0
"14214","S01001185",2001,"hindu",4
"14215","S01001185",2001,"jewish",0
"14216","S01001185",2001,"muslim",5
"14217","S01001185",2001,"sikh",0
"14218","S01001185",2001,"another_religion",1
"14219","S01001185",2001,"none",122
"14220","S01001185",2001,"not_announced",20
"14221","S01001186",2001,"all_people",818
"14222","S01001186",2001,"church_of_scotland",365
"14223","S01001186",2001,"roman_catholic",132
"14224","S01001186",2001,"other_christian",59
"14225","S01001186",2001,"buddhist",1
"14226","S01001186",2001,"hindu",0
"14227","S01001186",2001,"jewish",0
"14228","S01001186",2001,"muslim",58
"14229","S01001186",2001,"sikh",8
"14230","S01001186",2001,"another_religion",3
"14231","S01001186",2001,"none",160
"14232","S01001186",2001,"not_announced",32
"14233","S01001187",2001,"all_people",1045
"14234","S01001187",2001,"church_of_scotland",324
"14235","S01001187",2001,"roman_catholic",288
"14236","S01001187",2001,"other_christian",51
"14237","S01001187",2001,"buddhist",0
"14238","S01001187",2001,"hindu",1
"14239","S01001187",2001,"jewish",0
"14240","S01001187",2001,"muslim",0
"14241","S01001187",2001,"sikh",0
"14242","S01001187",2001,"another_religion",3
"14243","S01001187",2001,"none",330
"14244","S01001187",2001,"not_announced",48
"14245","S01001188",2001,"all_people",784
"14246","S01001188",2001,"church_of_scotland",234
"14247","S01001188",2001,"roman_catholic",212
"14248","S01001188",2001,"other_christian",47
"14249","S01001188",2001,"buddhist",1
"14250","S01001188",2001,"hindu",2
"14251","S01001188",2001,"jewish",0
"14252","S01001188",2001,"muslim",25
"14253","S01001188",2001,"sikh",1
"14254","S01001188",2001,"another_religion",6
"14255","S01001188",2001,"none",202
"14256","S01001188",2001,"not_announced",54
"14257","S01001189",2001,"all_people",984
"14258","S01001189",2001,"church_of_scotland",530
"14259","S01001189",2001,"roman_catholic",100
"14260","S01001189",2001,"other_christian",59
"14261","S01001189",2001,"buddhist",0
"14262","S01001189",2001,"hindu",0
"14263","S01001189",2001,"jewish",0
"14264","S01001189",2001,"muslim",0
"14265","S01001189",2001,"sikh",8
"14266","S01001189",2001,"another_religion",2
"14267","S01001189",2001,"none",235
"14268","S01001189",2001,"not_announced",50
"14269","S01001190",2001,"all_people",731
"14270","S01001190",2001,"church_of_scotland",387
"14271","S01001190",2001,"roman_catholic",100
"14272","S01001190",2001,"other_christian",51
"14273","S01001190",2001,"buddhist",0
"14274","S01001190",2001,"hindu",5
"14275","S01001190",2001,"jewish",0
"14276","S01001190",2001,"muslim",0
"14277","S01001190",2001,"sikh",4
"14278","S01001190",2001,"another_religion",2
"14279","S01001190",2001,"none",165
"14280","S01001190",2001,"not_announced",17
"14281","S01001191",2001,"all_people",817
"14282","S01001191",2001,"church_of_scotland",274
"14283","S01001191",2001,"roman_catholic",215
"14284","S01001191",2001,"other_christian",44
"14285","S01001191",2001,"buddhist",1
"14286","S01001191",2001,"hindu",0
"14287","S01001191",2001,"jewish",0
"14288","S01001191",2001,"muslim",7
"14289","S01001191",2001,"sikh",0
"14290","S01001191",2001,"another_religion",0
"14291","S01001191",2001,"none",208
"14292","S01001191",2001,"not_announced",68
"14293","S01001192",2001,"all_people",1132
"14294","S01001192",2001,"church_of_scotland",378
"14295","S01001192",2001,"roman_catholic",269
"14296","S01001192",2001,"other_christian",61
"14297","S01001192",2001,"buddhist",0
"14298","S01001192",2001,"hindu",0
"14299","S01001192",2001,"jewish",0
"14300","S01001192",2001,"muslim",72
"14301","S01001192",2001,"sikh",4
"14302","S01001192",2001,"another_religion",5
"14303","S01001192",2001,"none",287
"14304","S01001192",2001,"not_announced",56
"14305","S01001193",2001,"all_people",865
"14306","S01001193",2001,"church_of_scotland",351
"14307","S01001193",2001,"roman_catholic",177
"14308","S01001193",2001,"other_christian",50
"14309","S01001193",2001,"buddhist",0
"14310","S01001193",2001,"hindu",2
"14311","S01001193",2001,"jewish",0
"14312","S01001193",2001,"muslim",48
"14313","S01001193",2001,"sikh",0
"14314","S01001193",2001,"another_religion",1
"14315","S01001193",2001,"none",204
"14316","S01001193",2001,"not_announced",32
"14317","S01001194",2001,"all_people",934
"14318","S01001194",2001,"church_of_scotland",469
"14319","S01001194",2001,"roman_catholic",125
"14320","S01001194",2001,"other_christian",74
"14321","S01001194",2001,"buddhist",1
"14322","S01001194",2001,"hindu",3
"14323","S01001194",2001,"jewish",0
"14324","S01001194",2001,"muslim",23
"14325","S01001194",2001,"sikh",0
"14326","S01001194",2001,"another_religion",4
"14327","S01001194",2001,"none",200
