"","datazone","year","type","count"
"327","S01000041",2001,"other_eu",5
"328","S01000041",2001,"elsewhere",20
"329","S01000042",2001,"all_people",951
"330","S01000042",2001,"england",47
"331","S01000042",2001,"scotland",863
"332","S01000042",2001,"wales",0
"333","S01000042",2001,"northern_ireland",2
"334","S01000042",2001,"rep_ireland",0
"335","S01000042",2001,"other_eu",7
"336","S01000042",2001,"elsewhere",32
"337","S01000043",2001,"all_people",976
"338","S01000043",2001,"england",81
"339","S01000043",2001,"scotland",826
"340","S01000043",2001,"wales",2
"341","S01000043",2001,"northern_ireland",7
"342","S01000043",2001,"rep_ireland",1
"343","S01000043",2001,"other_eu",13
"344","S01000043",2001,"elsewhere",46
"345","S01000044",2001,"all_people",951
"346","S01000044",2001,"england",53
"347","S01000044",2001,"scotland",868
"348","S01000044",2001,"wales",2
"349","S01000044",2001,"northern_ireland",4
"350","S01000044",2001,"rep_ireland",3
"351","S01000044",2001,"other_eu",8
"352","S01000044",2001,"elsewhere",13
"353","S01000045",2001,"all_people",581
"354","S01000045",2001,"england",48
"355","S01000045",2001,"scotland",496
"356","S01000045",2001,"wales",2
"357","S01000045",2001,"northern_ireland",1
"358","S01000045",2001,"rep_ireland",0
"359","S01000045",2001,"other_eu",3
"360","S01000045",2001,"elsewhere",31
"361","S01000046",2001,"all_people",768
"362","S01000046",2001,"england",60
"363","S01000046",2001,"scotland",659
"364","S01000046",2001,"wales",3
"365","S01000046",2001,"northern_ireland",3
"366","S01000046",2001,"rep_ireland",4
"367","S01000046",2001,"other_eu",13
"368","S01000046",2001,"elsewhere",26
"369","S01000047",2001,"all_people",835
"370","S01000047",2001,"england",73
"371","S01000047",2001,"scotland",703
"372","S01000047",2001,"wales",6
"373","S01000047",2001,"northern_ireland",4
"374","S01000047",2001,"rep_ireland",3
"375","S01000047",2001,"other_eu",9
"376","S01000047",2001,"elsewhere",37
"377","S01000048",2001,"all_people",925
"378","S01000048",2001,"england",83
"379","S01000048",2001,"scotland",769
"380","S01000048",2001,"wales",5
"381","S01000048",2001,"northern_ireland",4
"382","S01000048",2001,"rep_ireland",3
"383","S01000048",2001,"other_eu",7
"384","S01000048",2001,"elsewhere",54
"385","S01000049",2001,"all_people",764
"386","S01000049",2001,"england",72
"387","S01000049",2001,"scotland",638
"388","S01000049",2001,"wales",2
"389","S01000049",2001,"northern_ireland",3
"390","S01000049",2001,"rep_ireland",4
"391","S01000049",2001,"other_eu",13
"392","S01000049",2001,"elsewhere",32
"393","S01000050",2001,"all_people",780
"394","S01000050",2001,"england",65
"395","S01000050",2001,"scotland",669
"396","S01000050",2001,"wales",5
"397","S01000050",2001,"northern_ireland",1
"398","S01000050",2001,"rep_ireland",2
"399","S01000050",2001,"other_eu",8
"400","S01000050",2001,"elsewhere",30
"401","S01000051",2001,"all_people",788
"402","S01000051",2001,"england",55
"403","S01000051",2001,"scotland",706
"404","S01000051",2001,"wales",1
"405","S01000051",2001,"northern_ireland",4
"406","S01000051",2001,"rep_ireland",1
"407","S01000051",2001,"other_eu",1
"408","S01000051",2001,"elsewhere",20
"409","S01000052",2001,"all_people",677
"410","S01000052",2001,"england",22
"411","S01000052",2001,"scotland",646
"412","S01000052",2001,"wales",0
"413","S01000052",2001,"northern_ireland",1
"414","S01000052",2001,"rep_ireland",0
"415","S01000052",2001,"other_eu",4
"416","S01000052",2001,"elsewhere",4
"417","S01000053",2001,"all_people",1285
"418","S01000053",2001,"england",114
"419","S01000053",2001,"scotland",1047
"420","S01000053",2001,"wales",1
"421","S01000053",2001,"northern_ireland",5
"422","S01000053",2001,"rep_ireland",11
"423","S01000053",2001,"other_eu",27
"424","S01000053",2001,"elsewhere",80
"425","S01000054",2001,"all_people",777
"426","S01000054",2001,"england",56
"427","S01000054",2001,"scotland",669
"428","S01000054",2001,"wales",0
"429","S01000054",2001,"northern_ireland",1
"430","S01000054",2001,"rep_ireland",3
"431","S01000054",2001,"other_eu",11
"432","S01000054",2001,"elsewhere",37
"433","S01000055",2001,"all_people",754
"434","S01000055",2001,"england",45
"435","S01000055",2001,"scotland",684
"436","S01000055",2001,"wales",1
"437","S01000055",2001,"northern_ireland",5
"438","S01000055",2001,"rep_ireland",0
"439","S01000055",2001,"other_eu",5
"440","S01000055",2001,"elsewhere",14
"441","S01000056",2001,"all_people",1049
"442","S01000056",2001,"england",197
"443","S01000056",2001,"scotland",719
"444","S01000056",2001,"wales",5
"445","S01000056",2001,"northern_ireland",5
"446","S01000056",2001,"rep_ireland",4
"447","S01000056",2001,"other_eu",25
"448","S01000056",2001,"elsewhere",94
"449","S01000057",2001,"all_people",700
"450","S01000057",2001,"england",25
"451","S01000057",2001,"scotland",652
"452","S01000057",2001,"wales",1
"453","S01000057",2001,"northern_ireland",3
"454","S01000057",2001,"rep_ireland",0
"455","S01000057",2001,"other_eu",6
"456","S01000057",2001,"elsewhere",13
"457","S01000058",2001,"all_people",1016
"458","S01000058",2001,"england",88
"459","S01000058",2001,"scotland",808
"460","S01000058",2001,"wales",10
"461","S01000058",2001,"northern_ireland",2
"462","S01000058",2001,"rep_ireland",13
"463","S01000058",2001,"other_eu",15
"464","S01000058",2001,"elsewhere",80
"465","S01000059",2001,"all_people",1055
"466","S01000059",2001,"england",140
"467","S01000059",2001,"scotland",826
"468","S01000059",2001,"wales",6
"469","S01000059",2001,"northern_ireland",7
"470","S01000059",2001,"rep_ireland",10
"471","S01000059",2001,"other_eu",20
"472","S01000059",2001,"elsewhere",46
"473","S01000060",2001,"all_people",577
"474","S01000060",2001,"england",26
"475","S01000060",2001,"scotland",529
"476","S01000060",2001,"wales",4
"477","S01000060",2001,"northern_ireland",1
"478","S01000060",2001,"rep_ireland",3
"479","S01000060",2001,"other_eu",6
"480","S01000060",2001,"elsewhere",8
"481","S01000061",2001,"all_people",963
"482","S01000061",2001,"england",99
"483","S01000061",2001,"scotland",743
"484","S01000061",2001,"wales",9
"485","S01000061",2001,"northern_ireland",9
"486","S01000061",2001,"rep_ireland",0
"487","S01000061",2001,"other_eu",16
"488","S01000061",2001,"elsewhere",87
"489","S01000062",2001,"all_people",1112
"490","S01000062",2001,"england",127
"491","S01000062",2001,"scotland",905
"492","S01000062",2001,"wales",10
"493","S01000062",2001,"northern_ireland",5
"494","S01000062",2001,"rep_ireland",3
"495","S01000062",2001,"other_eu",23
"496","S01000062",2001,"elsewhere",39
"497","S01000063",2001,"all_people",983
"498","S01000063",2001,"england",116
"499","S01000063",2001,"scotland",784
"500","S01000063",2001,"wales",4
"501","S01000063",2001,"northern_ireland",12
"502","S01000063",2001,"rep_ireland",5
"503","S01000063",2001,"other_eu",21
"504","S01000063",2001,"elsewhere",41
"505","S01000064",2001,"all_people",648
"506","S01000064",2001,"england",32
"507","S01000064",2001,"scotland",594
"508","S01000064",2001,"wales",0
"509","S01000064",2001,"northern_ireland",4
"510","S01000064",2001,"rep_ireland",1
"511","S01000064",2001,"other_eu",5
"512","S01000064",2001,"elsewhere",12
"513","S01000065",2001,"all_people",1114
"514","S01000065",2001,"england",119
"515","S01000065",2001,"scotland",922
"516","S01000065",2001,"wales",4
"517","S01000065",2001,"northern_ireland",8
"518","S01000065",2001,"rep_ireland",3
"519","S01000065",2001,"other_eu",17
"520","S01000065",2001,"elsewhere",41
"521","S01000066",2001,"all_people",1011
"522","S01000066",2001,"england",81
"523","S01000066",2001,"scotland",894
"524","S01000066",2001,"wales",6
"525","S01000066",2001,"northern_ireland",3
"526","S01000066",2001,"rep_ireland",3
"527","S01000066",2001,"other_eu",10
"528","S01000066",2001,"elsewhere",14
"529","S01000067",2001,"all_people",1068
"530","S01000067",2001,"england",98
"531","S01000067",2001,"scotland",870
"532","S01000067",2001,"wales",6
"533","S01000067",2001,"northern_ireland",4
"534","S01000067",2001,"rep_ireland",2
"535","S01000067",2001,"other_eu",18
"536","S01000067",2001,"elsewhere",70
"537","S01000068",2001,"all_people",1021
"538","S01000068",2001,"england",135
"539","S01000068",2001,"scotland",769
"540","S01000068",2001,"wales",6
"541","S01000068",2001,"northern_ireland",11
"542","S01000068",2001,"rep_ireland",2
"543","S01000068",2001,"other_eu",23
"544","S01000068",2001,"elsewhere",75
"545","S01000069",2001,"all_people",684
"546","S01000069",2001,"england",24
"547","S01000069",2001,"scotland",637
"548","S01000069",2001,"wales",0
"549","S01000069",2001,"northern_ireland",7
"550","S01000069",2001,"rep_ireland",2
"551","S01000069",2001,"other_eu",6
"552","S01000069",2001,"elsewhere",8
"553","S01000070",2001,"all_people",646
"554","S01000070",2001,"england",33
"555","S01000070",2001,"scotland",595
"556","S01000070",2001,"wales",2
"557","S01000070",2001,"northern_ireland",1
"558","S01000070",2001,"rep_ireland",2
"559","S01000070",2001,"other_eu",3
"560","S01000070",2001,"elsewhere",10
"561","S01000071",2001,"all_people",887
"562","S01000071",2001,"england",44
"563","S01000071",2001,"scotland",810
"564","S01000071",2001,"wales",3
"565","S01000071",2001,"northern_ireland",1
"566","S01000071",2001,"rep_ireland",1
"567","S01000071",2001,"other_eu",10
"568","S01000071",2001,"elsewhere",18
"569","S01000072",2001,"all_people",1262
"570","S01000072",2001,"england",163
"571","S01000072",2001,"scotland",964
"572","S01000072",2001,"wales",8
"573","S01000072",2001,"northern_ireland",8
"574","S01000072",2001,"rep_ireland",3
"575","S01000072",2001,"other_eu",33
"576","S01000072",2001,"elsewhere",83
"577","S01000073",2001,"all_people",619
"578","S01000073",2001,"england",32
"579","S01000073",2001,"scotland",554
"580","S01000073",2001,"wales",5
"581","S01000073",2001,"northern_ireland",2
"582","S01000073",2001,"rep_ireland",1
"583","S01000073",2001,"other_eu",2
"584","S01000073",2001,"elsewhere",23
"585","S01000074",2001,"all_people",1058
"586","S01000074",2001,"england",68
"587","S01000074",2001,"scotland",967
"588","S01000074",2001,"wales",4
"589","S01000074",2001,"northern_ireland",0
"590","S01000074",2001,"rep_ireland",1
"591","S01000074",2001,"other_eu",7
"592","S01000074",2001,"elsewhere",11
"593","S01000075",2001,"all_people",547
"594","S01000075",2001,"england",65
"595","S01000075",2001,"scotland",446
"596","S01000075",2001,"wales",0
"597","S01000075",2001,"northern_ireland",10
"598","S01000075",2001,"rep_ireland",1
"599","S01000075",2001,"other_eu",12
"600","S01000075",2001,"elsewhere",13
"601","S01000076",2001,"all_people",770
"602","S01000076",2001,"england",57
"603","S01000076",2001,"scotland",668
"604","S01000076",2001,"wales",5
"605","S01000076",2001,"northern_ireland",3
"606","S01000076",2001,"rep_ireland",1
"607","S01000076",2001,"other_eu",3
"608","S01000076",2001,"elsewhere",33
"609","S01000077",2001,"all_people",917
"610","S01000077",2001,"england",116
"611","S01000077",2001,"scotland",719
"612","S01000077",2001,"wales",9
"613","S01000077",2001,"northern_ireland",7
"614","S01000077",2001,"rep_ireland",1
"615","S01000077",2001,"other_eu",17
"616","S01000077",2001,"elsewhere",48
"617","S01000078",2001,"all_people",1087
"618","S01000078",2001,"england",103
"619","S01000078",2001,"scotland",923
"620","S01000078",2001,"wales",6
"621","S01000078",2001,"northern_ireland",3
"622","S01000078",2001,"rep_ireland",8
"623","S01000078",2001,"other_eu",22
"624","S01000078",2001,"elsewhere",22
"625","S01000079",2001,"all_people",1666
"626","S01000079",2001,"england",256
"627","S01000079",2001,"scotland",1186
"628","S01000079",2001,"wales",6
"629","S01000079",2001,"northern_ireland",24
"630","S01000079",2001,"rep_ireland",19
"631","S01000079",2001,"other_eu",54
"632","S01000079",2001,"elsewhere",121
"633","S01000080",2001,"all_people",927
"634","S01000080",2001,"england",98
"635","S01000080",2001,"scotland",745
"636","S01000080",2001,"wales",11
"637","S01000080",2001,"northern_ireland",4
"638","S01000080",2001,"rep_ireland",3
"639","S01000080",2001,"other_eu",20
"640","S01000080",2001,"elsewhere",46
"641","S01000081",2001,"all_people",924
"642","S01000081",2001,"england",87
"643","S01000081",2001,"scotland",753
"644","S01000081",2001,"wales",9
"645","S01000081",2001,"northern_ireland",9
"646","S01000081",2001,"rep_ireland",4
"647","S01000081",2001,"other_eu",18
"648","S01000081",2001,"elsewhere",44
"649","S01000082",2001,"all_people",954
"650","S01000082",2001,"england",63
"651","S01000082",2001,"scotland",858
"652","S01000082",2001,"wales",3
"653","S01000082",2001,"northern_ireland",4
"654","S01000082",2001,"rep_ireland",1
"655","S01000082",2001,"other_eu",11
"656","S01000082",2001,"elsewhere",14
"657","S01000083",2001,"all_people",870
"658","S01000083",2001,"england",123
"659","S01000083",2001,"scotland",658
"660","S01000083",2001,"wales",4
"661","S01000083",2001,"northern_ireland",6
"662","S01000083",2001,"rep_ireland",9
"663","S01000083",2001,"other_eu",27
"664","S01000083",2001,"elsewhere",43
"665","S01000084",2001,"all_people",791
"666","S01000084",2001,"england",48
"667","S01000084",2001,"scotland",699
"668","S01000084",2001,"wales",1
"669","S01000084",2001,"northern_ireland",3
"670","S01000084",2001,"rep_ireland",2
"671","S01000084",2001,"other_eu",22
"672","S01000084",2001,"elsewhere",16
"673","S01000085",2001,"all_people",555
"674","S01000085",2001,"england",50
"675","S01000085",2001,"scotland",455
"676","S01000085",2001,"wales",5
"677","S01000085",2001,"northern_ireland",5
"678","S01000085",2001,"rep_ireland",5
"679","S01000085",2001,"other_eu",8
"680","S01000085",2001,"elsewhere",27
"681","S01000086",2001,"all_people",745
"682","S01000086",2001,"england",111
"683","S01000086",2001,"scotland",532
"684","S01000086",2001,"wales",3
"685","S01000086",2001,"northern_ireland",3
"686","S01000086",2001,"rep_ireland",5
"687","S01000086",2001,"other_eu",27
"688","S01000086",2001,"elsewhere",64
"689","S01000087",2001,"all_people",1765
"690","S01000087",2001,"england",205
"691","S01000087",2001,"scotland",1210
"692","S01000087",2001,"wales",23
"693","S01000087",2001,"northern_ireland",45
"694","S01000087",2001,"rep_ireland",30
"695","S01000087",2001,"other_eu",104
"696","S01000087",2001,"elsewhere",148
"697","S01000088",2001,"all_people",715
"698","S01000088",2001,"england",106
"699","S01000088",2001,"scotland",511
"700","S01000088",2001,"wales",5
"701","S01000088",2001,"northern_ireland",4
"702","S01000088",2001,"rep_ireland",5
"703","S01000088",2001,"other_eu",23
"704","S01000088",2001,"elsewhere",61
"705","S01000089",2001,"all_people",1003
"706","S01000089",2001,"england",95
"707","S01000089",2001,"scotland",808
"708","S01000089",2001,"wales",3
"709","S01000089",2001,"northern_ireland",10
"710","S01000089",2001,"rep_ireland",2
"711","S01000089",2001,"other_eu",18
"712","S01000089",2001,"elsewhere",67
"713","S01000090",2001,"all_people",1010
"714","S01000090",2001,"england",171
"715","S01000090",2001,"scotland",693
"716","S01000090",2001,"wales",7
"717","S01000090",2001,"northern_ireland",12
"718","S01000090",2001,"rep_ireland",1
"719","S01000090",2001,"other_eu",39
"720","S01000090",2001,"elsewhere",87
"721","S01000091",2001,"all_people",1021
"722","S01000091",2001,"england",123
"723","S01000091",2001,"scotland",782
"724","S01000091",2001,"wales",6
"725","S01000091",2001,"northern_ireland",11
"726","S01000091",2001,"rep_ireland",14
"727","S01000091",2001,"other_eu",20
"728","S01000091",2001,"elsewhere",65
"729","S01000092",2001,"all_people",851
"730","S01000092",2001,"england",112
"731","S01000092",2001,"scotland",631
"732","S01000092",2001,"wales",8
"733","S01000092",2001,"northern_ireland",12
"734","S01000092",2001,"rep_ireland",6
"735","S01000092",2001,"other_eu",14
"736","S01000092",2001,"elsewhere",68
"737","S01000093",2001,"all_people",499
"738","S01000093",2001,"england",49
"739","S01000093",2001,"scotland",365
"740","S01000093",2001,"wales",3
"741","S01000093",2001,"northern_ireland",3
"742","S01000093",2001,"rep_ireland",8
"743","S01000093",2001,"other_eu",6
