"","datazone","type","count","year"
"40887","S01001887","other.eu..member.countries.in.march.2001..1.",5,2011
"40888","S01001888","other.eu..member.countries.in.march.2001..1.",16,2011
"40889","S01001889","other.eu..member.countries.in.march.2001..1.",8,2011
"40890","S01001890","other.eu..member.countries.in.march.2001..1.",23,2011
"40891","S01001891","other.eu..member.countries.in.march.2001..1.",18,2011
"40892","S01001892","other.eu..member.countries.in.march.2001..1.",10,2011
"40893","S01001893","other.eu..member.countries.in.march.2001..1.",18,2011
"40894","S01001894","other.eu..member.countries.in.march.2001..1.",8,2011
"40895","S01001895","other.eu..member.countries.in.march.2001..1.",14,2011
"40896","S01001896","other.eu..member.countries.in.march.2001..1.",16,2011
"40897","S01001897","other.eu..member.countries.in.march.2001..1.",8,2011
"40898","S01001898","other.eu..member.countries.in.march.2001..1.",6,2011
"40899","S01001899","other.eu..member.countries.in.march.2001..1.",5,2011
"40900","S01001900","other.eu..member.countries.in.march.2001..1.",6,2011
"40901","S01001901","other.eu..member.countries.in.march.2001..1.",9,2011
"40902","S01001902","other.eu..member.countries.in.march.2001..1.",26,2011
"40903","S01001903","other.eu..member.countries.in.march.2001..1.",7,2011
"40904","S01001904","other.eu..member.countries.in.march.2001..1.",10,2011
"40905","S01001905","other.eu..member.countries.in.march.2001..1.",27,2011
"40906","S01001906","other.eu..member.countries.in.march.2001..1.",12,2011
"40907","S01001907","other.eu..member.countries.in.march.2001..1.",12,2011
"40908","S01001908","other.eu..member.countries.in.march.2001..1.",27,2011
"40909","S01001909","other.eu..member.countries.in.march.2001..1.",9,2011
"40910","S01001910","other.eu..member.countries.in.march.2001..1.",6,2011
"40911","S01001911","other.eu..member.countries.in.march.2001..1.",19,2011
"40912","S01001912","other.eu..member.countries.in.march.2001..1.",6,2011
"40913","S01001913","other.eu..member.countries.in.march.2001..1.",16,2011
"40914","S01001914","other.eu..member.countries.in.march.2001..1.",12,2011
"40915","S01001915","other.eu..member.countries.in.march.2001..1.",7,2011
"40916","S01001916","other.eu..member.countries.in.march.2001..1.",37,2011
"40917","S01001917","other.eu..member.countries.in.march.2001..1.",18,2011
"40918","S01001918","other.eu..member.countries.in.march.2001..1.",26,2011
"40919","S01001919","other.eu..member.countries.in.march.2001..1.",11,2011
"40920","S01001920","other.eu..member.countries.in.march.2001..1.",18,2011
"40921","S01001921","other.eu..member.countries.in.march.2001..1.",6,2011
"40922","S01001922","other.eu..member.countries.in.march.2001..1.",7,2011
"40923","S01001923","other.eu..member.countries.in.march.2001..1.",11,2011
"40924","S01001924","other.eu..member.countries.in.march.2001..1.",13,2011
"40925","S01001925","other.eu..member.countries.in.march.2001..1.",15,2011
"40926","S01001926","other.eu..member.countries.in.march.2001..1.",6,2011
"40927","S01001927","other.eu..member.countries.in.march.2001..1.",18,2011
"40928","S01001928","other.eu..member.countries.in.march.2001..1.",30,2011
"40929","S01001929","other.eu..member.countries.in.march.2001..1.",18,2011
"40930","S01001930","other.eu..member.countries.in.march.2001..1.",48,2011
"40931","S01001931","other.eu..member.countries.in.march.2001..1.",6,2011
"40932","S01001932","other.eu..member.countries.in.march.2001..1.",11,2011
"40933","S01001933","other.eu..member.countries.in.march.2001..1.",13,2011
"40934","S01001934","other.eu..member.countries.in.march.2001..1.",24,2011
"40935","S01001935","other.eu..member.countries.in.march.2001..1.",13,2011
"40936","S01001936","other.eu..member.countries.in.march.2001..1.",39,2011
"40937","S01001937","other.eu..member.countries.in.march.2001..1.",20,2011
"40938","S01001938","other.eu..member.countries.in.march.2001..1.",52,2011
"40939","S01001939","other.eu..member.countries.in.march.2001..1.",23,2011
"40940","S01001940","other.eu..member.countries.in.march.2001..1.",40,2011
"40941","S01001941","other.eu..member.countries.in.march.2001..1.",34,2011
"40942","S01001942","other.eu..member.countries.in.march.2001..1.",22,2011
"40943","S01001943","other.eu..member.countries.in.march.2001..1.",10,2011
"40944","S01001944","other.eu..member.countries.in.march.2001..1.",12,2011
"40945","S01001945","other.eu..member.countries.in.march.2001..1.",22,2011
"40946","S01001946","other.eu..member.countries.in.march.2001..1.",17,2011
"40947","S01001947","other.eu..member.countries.in.march.2001..1.",19,2011
"40948","S01001948","other.eu..member.countries.in.march.2001..1.",13,2011
"40949","S01001949","other.eu..member.countries.in.march.2001..1.",9,2011
"40950","S01001950","other.eu..member.countries.in.march.2001..1.",25,2011
"40951","S01001951","other.eu..member.countries.in.march.2001..1.",21,2011
"40952","S01001952","other.eu..member.countries.in.march.2001..1.",28,2011
"40953","S01001953","other.eu..member.countries.in.march.2001..1.",41,2011
"40954","S01001954","other.eu..member.countries.in.march.2001..1.",2,2011
"40955","S01001955","other.eu..member.countries.in.march.2001..1.",13,2011
"40956","S01001956","other.eu..member.countries.in.march.2001..1.",6,2011
"40957","S01001957","other.eu..member.countries.in.march.2001..1.",6,2011
"40958","S01001958","other.eu..member.countries.in.march.2001..1.",32,2011
"40959","S01001959","other.eu..member.countries.in.march.2001..1.",1,2011
"40960","S01001960","other.eu..member.countries.in.march.2001..1.",55,2011
"40961","S01001961","other.eu..member.countries.in.march.2001..1.",35,2011
"40962","S01001962","other.eu..member.countries.in.march.2001..1.",11,2011
"40963","S01001963","other.eu..member.countries.in.march.2001..1.",12,2011
"40964","S01001964","other.eu..member.countries.in.march.2001..1.",7,2011
"40965","S01001965","other.eu..member.countries.in.march.2001..1.",5,2011
"40966","S01001966","other.eu..member.countries.in.march.2001..1.",31,2011
"40967","S01001967","other.eu..member.countries.in.march.2001..1.",11,2011
"40968","S01001968","other.eu..member.countries.in.march.2001..1.",20,2011
"40969","S01001969","other.eu..member.countries.in.march.2001..1.",13,2011
"40970","S01001970","other.eu..member.countries.in.march.2001..1.",13,2011
"40971","S01001971","other.eu..member.countries.in.march.2001..1.",17,2011
"40972","S01001972","other.eu..member.countries.in.march.2001..1.",20,2011
"40973","S01001973","other.eu..member.countries.in.march.2001..1.",2,2011
"40974","S01001974","other.eu..member.countries.in.march.2001..1.",45,2011
"40975","S01001975","other.eu..member.countries.in.march.2001..1.",21,2011
"40976","S01001976","other.eu..member.countries.in.march.2001..1.",39,2011
"40977","S01001977","other.eu..member.countries.in.march.2001..1.",5,2011
"40978","S01001978","other.eu..member.countries.in.march.2001..1.",12,2011
"40979","S01001979","other.eu..member.countries.in.march.2001..1.",28,2011
"40980","S01001980","other.eu..member.countries.in.march.2001..1.",38,2011
"40981","S01001981","other.eu..member.countries.in.march.2001..1.",48,2011
"40982","S01001982","other.eu..member.countries.in.march.2001..1.",0,2011
"40983","S01001983","other.eu..member.countries.in.march.2001..1.",56,2011
"40984","S01001984","other.eu..member.countries.in.march.2001..1.",19,2011
"40985","S01001985","other.eu..member.countries.in.march.2001..1.",6,2011
"40986","S01001986","other.eu..member.countries.in.march.2001..1.",29,2011
"40987","S01001987","other.eu..member.countries.in.march.2001..1.",39,2011
"40988","S01001988","other.eu..member.countries.in.march.2001..1.",4,2011
"40989","S01001989","other.eu..member.countries.in.march.2001..1.",11,2011
"40990","S01001990","other.eu..member.countries.in.march.2001..1.",82,2011
"40991","S01001991","other.eu..member.countries.in.march.2001..1.",33,2011
"40992","S01001992","other.eu..member.countries.in.march.2001..1.",39,2011
"40993","S01001993","other.eu..member.countries.in.march.2001..1.",36,2011
"40994","S01001994","other.eu..member.countries.in.march.2001..1.",54,2011
"40995","S01001995","other.eu..member.countries.in.march.2001..1.",2,2011
"40996","S01001996","other.eu..member.countries.in.march.2001..1.",55,2011
"40997","S01001997","other.eu..member.countries.in.march.2001..1.",10,2011
"40998","S01001998","other.eu..member.countries.in.march.2001..1.",8,2011
"40999","S01001999","other.eu..member.countries.in.march.2001..1.",51,2011
"41000","S01002000","other.eu..member.countries.in.march.2001..1.",9,2011
"41001","S01002001","other.eu..member.countries.in.march.2001..1.",33,2011
"41002","S01002002","other.eu..member.countries.in.march.2001..1.",44,2011
"41003","S01002003","other.eu..member.countries.in.march.2001..1.",10,2011
"41004","S01002004","other.eu..member.countries.in.march.2001..1.",39,2011
"41005","S01002005","other.eu..member.countries.in.march.2001..1.",8,2011
"41006","S01002006","other.eu..member.countries.in.march.2001..1.",3,2011
"41007","S01002007","other.eu..member.countries.in.march.2001..1.",59,2011
"41008","S01002008","other.eu..member.countries.in.march.2001..1.",47,2011
"41009","S01002009","other.eu..member.countries.in.march.2001..1.",63,2011
"41010","S01002010","other.eu..member.countries.in.march.2001..1.",36,2011
"41011","S01002011","other.eu..member.countries.in.march.2001..1.",11,2011
"41012","S01002012","other.eu..member.countries.in.march.2001..1.",48,2011
"41013","S01002013","other.eu..member.countries.in.march.2001..1.",48,2011
"41014","S01002014","other.eu..member.countries.in.march.2001..1.",62,2011
"41015","S01002015","other.eu..member.countries.in.march.2001..1.",3,2011
"41016","S01002016","other.eu..member.countries.in.march.2001..1.",35,2011
"41017","S01002017","other.eu..member.countries.in.march.2001..1.",9,2011
"41018","S01002018","other.eu..member.countries.in.march.2001..1.",5,2011
"41019","S01002019","other.eu..member.countries.in.march.2001..1.",74,2011
"41020","S01002020","other.eu..member.countries.in.march.2001..1.",75,2011
"41021","S01002021","other.eu..member.countries.in.march.2001..1.",10,2011
"41022","S01002022","other.eu..member.countries.in.march.2001..1.",12,2011
"41023","S01002023","other.eu..member.countries.in.march.2001..1.",46,2011
"41024","S01002024","other.eu..member.countries.in.march.2001..1.",40,2011
"41025","S01002025","other.eu..member.countries.in.march.2001..1.",44,2011
"41026","S01002026","other.eu..member.countries.in.march.2001..1.",8,2011
"41027","S01002027","other.eu..member.countries.in.march.2001..1.",83,2011
"41028","S01002028","other.eu..member.countries.in.march.2001..1.",150,2011
"41029","S01002029","other.eu..member.countries.in.march.2001..1.",50,2011
"41030","S01002030","other.eu..member.countries.in.march.2001..1.",59,2011
"41031","S01002031","other.eu..member.countries.in.march.2001..1.",16,2011
"41032","S01002032","other.eu..member.countries.in.march.2001..1.",46,2011
"41033","S01002033","other.eu..member.countries.in.march.2001..1.",22,2011
"41034","S01002034","other.eu..member.countries.in.march.2001..1.",51,2011
"41035","S01002035","other.eu..member.countries.in.march.2001..1.",9,2011
"41036","S01002036","other.eu..member.countries.in.march.2001..1.",36,2011
"41037","S01002037","other.eu..member.countries.in.march.2001..1.",47,2011
"41038","S01002038","other.eu..member.countries.in.march.2001..1.",30,2011
"41039","S01002039","other.eu..member.countries.in.march.2001..1.",10,2011
"41040","S01002040","other.eu..member.countries.in.march.2001..1.",27,2011
"41041","S01002041","other.eu..member.countries.in.march.2001..1.",58,2011
"41042","S01002042","other.eu..member.countries.in.march.2001..1.",12,2011
"41043","S01002043","other.eu..member.countries.in.march.2001..1.",12,2011
"41044","S01002044","other.eu..member.countries.in.march.2001..1.",1,2011
"41045","S01002045","other.eu..member.countries.in.march.2001..1.",11,2011
"41046","S01002046","other.eu..member.countries.in.march.2001..1.",41,2011
"41047","S01002047","other.eu..member.countries.in.march.2001..1.",53,2011
"41048","S01002048","other.eu..member.countries.in.march.2001..1.",70,2011
"41049","S01002049","other.eu..member.countries.in.march.2001..1.",75,2011
"41050","S01002050","other.eu..member.countries.in.march.2001..1.",17,2011
"41051","S01002051","other.eu..member.countries.in.march.2001..1.",3,2011
"41052","S01002052","other.eu..member.countries.in.march.2001..1.",65,2011
"41053","S01002053","other.eu..member.countries.in.march.2001..1.",98,2011
"41054","S01002054","other.eu..member.countries.in.march.2001..1.",34,2011
"41055","S01002055","other.eu..member.countries.in.march.2001..1.",6,2011
"41056","S01002056","other.eu..member.countries.in.march.2001..1.",18,2011
"41057","S01002057","other.eu..member.countries.in.march.2001..1.",8,2011
"41058","S01002058","other.eu..member.countries.in.march.2001..1.",83,2011
"41059","S01002059","other.eu..member.countries.in.march.2001..1.",45,2011
"41060","S01002060","other.eu..member.countries.in.march.2001..1.",77,2011
"41061","S01002061","other.eu..member.countries.in.march.2001..1.",52,2011
"41062","S01002062","other.eu..member.countries.in.march.2001..1.",6,2011
"41063","S01002063","other.eu..member.countries.in.march.2001..1.",107,2011
"41064","S01002064","other.eu..member.countries.in.march.2001..1.",53,2011
"41065","S01002065","other.eu..member.countries.in.march.2001..1.",92,2011
"41066","S01002066","other.eu..member.countries.in.march.2001..1.",72,2011
"41067","S01002067","other.eu..member.countries.in.march.2001..1.",10,2011
"41068","S01002068","other.eu..member.countries.in.march.2001..1.",41,2011
"41069","S01002069","other.eu..member.countries.in.march.2001..1.",9,2011
"41070","S01002070","other.eu..member.countries.in.march.2001..1.",52,2011
"41071","S01002071","other.eu..member.countries.in.march.2001..1.",49,2011
"41072","S01002072","other.eu..member.countries.in.march.2001..1.",13,2011
"41073","S01002073","other.eu..member.countries.in.march.2001..1.",35,2011
"41074","S01002074","other.eu..member.countries.in.march.2001..1.",9,2011
"41075","S01002075","other.eu..member.countries.in.march.2001..1.",30,2011
"41076","S01002076","other.eu..member.countries.in.march.2001..1.",79,2011
"41077","S01002077","other.eu..member.countries.in.march.2001..1.",9,2011
"41078","S01002078","other.eu..member.countries.in.march.2001..1.",15,2011
"41079","S01002079","other.eu..member.countries.in.march.2001..1.",85,2011
"41080","S01002080","other.eu..member.countries.in.march.2001..1.",27,2011
"41081","S01002081","other.eu..member.countries.in.march.2001..1.",50,2011
"41082","S01002082","other.eu..member.countries.in.march.2001..1.",13,2011
"41083","S01002083","other.eu..member.countries.in.march.2001..1.",4,2011
"41084","S01002084","other.eu..member.countries.in.march.2001..1.",28,2011
"41085","S01002085","other.eu..member.countries.in.march.2001..1.",77,2011
"41086","S01002086","other.eu..member.countries.in.march.2001..1.",59,2011
"41087","S01002087","other.eu..member.countries.in.march.2001..1.",61,2011
"41088","S01002088","other.eu..member.countries.in.march.2001..1.",12,2011
"41089","S01002089","other.eu..member.countries.in.march.2001..1.",15,2011
"41090","S01002090","other.eu..member.countries.in.march.2001..1.",9,2011
"41091","S01002091","other.eu..member.countries.in.march.2001..1.",61,2011
"41092","S01002092","other.eu..member.countries.in.march.2001..1.",11,2011
"41093","S01002093","other.eu..member.countries.in.march.2001..1.",94,2011
"41094","S01002094","other.eu..member.countries.in.march.2001..1.",13,2011
"41095","S01002095","other.eu..member.countries.in.march.2001..1.",13,2011
"41096","S01002096","other.eu..member.countries.in.march.2001..1.",10,2011
"41097","S01002097","other.eu..member.countries.in.march.2001..1.",14,2011
"41098","S01002098","other.eu..member.countries.in.march.2001..1.",11,2011
"41099","S01002099","other.eu..member.countries.in.march.2001..1.",55,2011
"41100","S01002100","other.eu..member.countries.in.march.2001..1.",6,2011
"41101","S01002101","other.eu..member.countries.in.march.2001..1.",81,2011
"41102","S01002102","other.eu..member.countries.in.march.2001..1.",15,2011
"41103","S01002103","other.eu..member.countries.in.march.2001..1.",4,2011
"41104","S01002104","other.eu..member.countries.in.march.2001..1.",73,2011
"41105","S01002105","other.eu..member.countries.in.march.2001..1.",13,2011
"41106","S01002106","other.eu..member.countries.in.march.2001..1.",82,2011
"41107","S01002107","other.eu..member.countries.in.march.2001..1.",5,2011
"41108","S01002108","other.eu..member.countries.in.march.2001..1.",112,2011
"41109","S01002109","other.eu..member.countries.in.march.2001..1.",72,2011
"41110","S01002110","other.eu..member.countries.in.march.2001..1.",24,2011
"41111","S01002111","other.eu..member.countries.in.march.2001..1.",17,2011
"41112","S01002112","other.eu..member.countries.in.march.2001..1.",14,2011
"41113","S01002113","other.eu..member.countries.in.march.2001..1.",4,2011
"41114","S01002114","other.eu..member.countries.in.march.2001..1.",14,2011
"41115","S01002115","other.eu..member.countries.in.march.2001..1.",57,2011
"41116","S01002116","other.eu..member.countries.in.march.2001..1.",11,2011
"41117","S01002117","other.eu..member.countries.in.march.2001..1.",81,2011
"41118","S01002118","other.eu..member.countries.in.march.2001..1.",77,2011
"41119","S01002119","other.eu..member.countries.in.march.2001..1.",1,2011
"41120","S01002120","other.eu..member.countries.in.march.2001..1.",9,2011
"41121","S01002121","other.eu..member.countries.in.march.2001..1.",2,2011
"41122","S01002122","other.eu..member.countries.in.march.2001..1.",20,2011
"41123","S01002123","other.eu..member.countries.in.march.2001..1.",7,2011
"41124","S01002124","other.eu..member.countries.in.march.2001..1.",16,2011
"41125","S01002125","other.eu..member.countries.in.march.2001..1.",18,2011
"41126","S01002126","other.eu..member.countries.in.march.2001..1.",10,2011
"41127","S01002127","other.eu..member.countries.in.march.2001..1.",8,2011
"41128","S01002128","other.eu..member.countries.in.march.2001..1.",93,2011
"41129","S01002129","other.eu..member.countries.in.march.2001..1.",95,2011
"41130","S01002130","other.eu..member.countries.in.march.2001..1.",5,2011
"41131","S01002131","other.eu..member.countries.in.march.2001..1.",107,2011
"41132","S01002132","other.eu..member.countries.in.march.2001..1.",8,2011
"41133","S01002133","other.eu..member.countries.in.march.2001..1.",49,2011
"41134","S01002134","other.eu..member.countries.in.march.2001..1.",1,2011
"41135","S01002135","other.eu..member.countries.in.march.2001..1.",15,2011
"41136","S01002136","other.eu..member.countries.in.march.2001..1.",24,2011
"41137","S01002137","other.eu..member.countries.in.march.2001..1.",6,2011
"41138","S01002138","other.eu..member.countries.in.march.2001..1.",7,2011
"41139","S01002139","other.eu..member.countries.in.march.2001..1.",5,2011
"41140","S01002140","other.eu..member.countries.in.march.2001..1.",11,2011
"41141","S01002141","other.eu..member.countries.in.march.2001..1.",19,2011
"41142","S01002142","other.eu..member.countries.in.march.2001..1.",11,2011
"41143","S01002143","other.eu..member.countries.in.march.2001..1.",7,2011
"41144","S01002144","other.eu..member.countries.in.march.2001..1.",9,2011
"41145","S01002145","other.eu..member.countries.in.march.2001..1.",53,2011
"41146","S01002146","other.eu..member.countries.in.march.2001..1.",45,2011
"41147","S01002147","other.eu..member.countries.in.march.2001..1.",21,2011
"41148","S01002148","other.eu..member.countries.in.march.2001..1.",13,2011
"41149","S01002149","other.eu..member.countries.in.march.2001..1.",31,2011
"41150","S01002150","other.eu..member.countries.in.march.2001..1.",23,2011
"41151","S01002151","other.eu..member.countries.in.march.2001..1.",94,2011
"41152","S01002152","other.eu..member.countries.in.march.2001..1.",17,2011
"41153","S01002153","other.eu..member.countries.in.march.2001..1.",9,2011
"41154","S01002154","other.eu..member.countries.in.march.2001..1.",14,2011
"41155","S01002155","other.eu..member.countries.in.march.2001..1.",21,2011
"41156","S01002156","other.eu..member.countries.in.march.2001..1.",44,2011
"41157","S01002157","other.eu..member.countries.in.march.2001..1.",36,2011
"41158","S01002158","other.eu..member.countries.in.march.2001..1.",28,2011
"41159","S01002159","other.eu..member.countries.in.march.2001..1.",46,2011
"41160","S01002160","other.eu..member.countries.in.march.2001..1.",39,2011
"41161","S01002161","other.eu..member.countries.in.march.2001..1.",60,2011
"41162","S01002162","other.eu..member.countries.in.march.2001..1.",6,2011
"41163","S01002163","other.eu..member.countries.in.march.2001..1.",64,2011
"41164","S01002164","other.eu..member.countries.in.march.2001..1.",12,2011
"41165","S01002165","other.eu..member.countries.in.march.2001..1.",10,2011
"41166","S01002166","other.eu..member.countries.in.march.2001..1.",40,2011
"41167","S01002167","other.eu..member.countries.in.march.2001..1.",6,2011
"41168","S01002168","other.eu..member.countries.in.march.2001..1.",42,2011
"41169","S01002169","other.eu..member.countries.in.march.2001..1.",31,2011
"41170","S01002170","other.eu..member.countries.in.march.2001..1.",15,2011
"41171","S01002171","other.eu..member.countries.in.march.2001..1.",4,2011
"41172","S01002172","other.eu..member.countries.in.march.2001..1.",7,2011
"41173","S01002173","other.eu..member.countries.in.march.2001..1.",14,2011
"41174","S01002174","other.eu..member.countries.in.march.2001..1.",40,2011
"41175","S01002175","other.eu..member.countries.in.march.2001..1.",57,2011
"41176","S01002176","other.eu..member.countries.in.march.2001..1.",6,2011
"41177","S01002177","other.eu..member.countries.in.march.2001..1.",32,2011
"41178","S01002178","other.eu..member.countries.in.march.2001..1.",42,2011
"41179","S01002179","other.eu..member.countries.in.march.2001..1.",13,2011
"41180","S01002180","other.eu..member.countries.in.march.2001..1.",41,2011
"41181","S01002181","other.eu..member.countries.in.march.2001..1.",19,2011
"41182","S01002182","other.eu..member.countries.in.march.2001..1.",49,2011
"41183","S01002183","other.eu..member.countries.in.march.2001..1.",45,2011
"41184","S01002184","other.eu..member.countries.in.march.2001..1.",13,2011
"41185","S01002185","other.eu..member.countries.in.march.2001..1.",15,2011
"41186","S01002186","other.eu..member.countries.in.march.2001..1.",67,2011
"41187","S01002187","other.eu..member.countries.in.march.2001..1.",45,2011
"41188","S01002188","other.eu..member.countries.in.march.2001..1.",25,2011
"41189","S01002189","other.eu..member.countries.in.march.2001..1.",43,2011
"41190","S01002190","other.eu..member.countries.in.march.2001..1.",82,2011
"41191","S01002191","other.eu..member.countries.in.march.2001..1.",6,2011
"41192","S01002192","other.eu..member.countries.in.march.2001..1.",11,2011
"41193","S01002193","other.eu..member.countries.in.march.2001..1.",16,2011
"41194","S01002194","other.eu..member.countries.in.march.2001..1.",10,2011
"41195","S01002195","other.eu..member.countries.in.march.2001..1.",44,2011
"41196","S01002196","other.eu..member.countries.in.march.2001..1.",4,2011
"41197","S01002197","other.eu..member.countries.in.march.2001..1.",16,2011
"41198","S01002198","other.eu..member.countries.in.march.2001..1.",37,2011
"41199","S01002199","other.eu..member.countries.in.march.2001..1.",42,2011
"41200","S01002200","other.eu..member.countries.in.march.2001..1.",15,2011
"41201","S01002201","other.eu..member.countries.in.march.2001..1.",48,2011
"41202","S01002202","other.eu..member.countries.in.march.2001..1.",60,2011
"41203","S01002203","other.eu..member.countries.in.march.2001..1.",35,2011
"41204","S01002204","other.eu..member.countries.in.march.2001..1.",11,2011
"41205","S01002205","other.eu..member.countries.in.march.2001..1.",29,2011
"41206","S01002206","other.eu..member.countries.in.march.2001..1.",50,2011
"41207","S01002207","other.eu..member.countries.in.march.2001..1.",13,2011
"41208","S01002208","other.eu..member.countries.in.march.2001..1.",61,2011
"41209","S01002209","other.eu..member.countries.in.march.2001..1.",46,2011
"41210","S01002210","other.eu..member.countries.in.march.2001..1.",20,2011
"41211","S01002211","other.eu..member.countries.in.march.2001..1.",6,2011
"41212","S01002212","other.eu..member.countries.in.march.2001..1.",22,2011
"41213","S01002213","other.eu..member.countries.in.march.2001..1.",3,2011
"41214","S01002214","other.eu..member.countries.in.march.2001..1.",35,2011
"41215","S01002215","other.eu..member.countries.in.march.2001..1.",23,2011
"41216","S01002216","other.eu..member.countries.in.march.2001..1.",51,2011
"41217","S01002217","other.eu..member.countries.in.march.2001..1.",68,2011
"41218","S01002218","other.eu..member.countries.in.march.2001..1.",31,2011
"41219","S01002219","other.eu..member.countries.in.march.2001..1.",7,2011
"41220","S01002220","other.eu..member.countries.in.march.2001..1.",6,2011
"41221","S01002221","other.eu..member.countries.in.march.2001..1.",45,2011
"41222","S01002222","other.eu..member.countries.in.march.2001..1.",15,2011
"41223","S01002223","other.eu..member.countries.in.march.2001..1.",8,2011
"41224","S01002224","other.eu..member.countries.in.march.2001..1.",12,2011
"41225","S01002225","other.eu..member.countries.in.march.2001..1.",99,2011
"41226","S01002226","other.eu..member.countries.in.march.2001..1.",36,2011
"41227","S01002227","other.eu..member.countries.in.march.2001..1.",10,2011
"41228","S01002228","other.eu..member.countries.in.march.2001..1.",23,2011
"41229","S01002229","other.eu..member.countries.in.march.2001..1.",23,2011
"41230","S01002230","other.eu..member.countries.in.march.2001..1.",50,2011
"41231","S01002231","other.eu..member.countries.in.march.2001..1.",65,2011
"41232","S01002232","other.eu..member.countries.in.march.2001..1.",9,2011
"41233","S01002233","other.eu..member.countries.in.march.2001..1.",32,2011
"41234","S01002234","other.eu..member.countries.in.march.2001..1.",41,2011
"41235","S01002235","other.eu..member.countries.in.march.2001..1.",36,2011
"41236","S01002236","other.eu..member.countries.in.march.2001..1.",8,2011
"41237","S01002237","other.eu..member.countries.in.march.2001..1.",15,2011
"41238","S01002238","other.eu..member.countries.in.march.2001..1.",8,2011
"41239","S01002239","other.eu..member.countries.in.march.2001..1.",11,2011
"41240","S01002240","other.eu..member.countries.in.march.2001..1.",38,2011
"41241","S01002241","other.eu..member.countries.in.march.2001..1.",15,2011
"41242","S01002242","other.eu..member.countries.in.march.2001..1.",15,2011
"41243","S01002243","other.eu..member.countries.in.march.2001..1.",53,2011
"41244","S01002244","other.eu..member.countries.in.march.2001..1.",34,2011
"41245","S01002245","other.eu..member.countries.in.march.2001..1.",62,2011
"41246","S01002246","other.eu..member.countries.in.march.2001..1.",44,2011
"41247","S01002247","other.eu..member.countries.in.march.2001..1.",12,2011
"41248","S01002248","other.eu..member.countries.in.march.2001..1.",33,2011
"41249","S01002249","other.eu..member.countries.in.march.2001..1.",35,2011
"41250","S01002250","other.eu..member.countries.in.march.2001..1.",19,2011
"41251","S01002251","other.eu..member.countries.in.march.2001..1.",6,2011
"41252","S01002252","other.eu..member.countries.in.march.2001..1.",21,2011
"41253","S01002253","other.eu..member.countries.in.march.2001..1.",6,2011
"41254","S01002254","other.eu..member.countries.in.march.2001..1.",35,2011
"41255","S01002255","other.eu..member.countries.in.march.2001..1.",61,2011
"41256","S01002256","other.eu..member.countries.in.march.2001..1.",27,2011
"41257","S01002257","other.eu..member.countries.in.march.2001..1.",11,2011
"41258","S01002258","other.eu..member.countries.in.march.2001..1.",19,2011
"41259","S01002259","other.eu..member.countries.in.march.2001..1.",7,2011
"41260","S01002260","other.eu..member.countries.in.march.2001..1.",9,2011
"41261","S01002261","other.eu..member.countries.in.march.2001..1.",7,2011
"41262","S01002262","other.eu..member.countries.in.march.2001..1.",8,2011
"41263","S01002263","other.eu..member.countries.in.march.2001..1.",11,2011
"41264","S01002264","other.eu..member.countries.in.march.2001..1.",11,2011
"41265","S01002265","other.eu..member.countries.in.march.2001..1.",23,2011
"41266","S01002266","other.eu..member.countries.in.march.2001..1.",29,2011
"41267","S01002267","other.eu..member.countries.in.march.2001..1.",12,2011
"41268","S01002268","other.eu..member.countries.in.march.2001..1.",5,2011
"41269","S01002269","other.eu..member.countries.in.march.2001..1.",42,2011
"41270","S01002270","other.eu..member.countries.in.march.2001..1.",72,2011
"41271","S01002271","other.eu..member.countries.in.march.2001..1.",13,2011
"41272","S01002272","other.eu..member.countries.in.march.2001..1.",14,2011
"41273","S01002273","other.eu..member.countries.in.march.2001..1.",25,2011
"41274","S01002274","other.eu..member.countries.in.march.2001..1.",30,2011
"41275","S01002275","other.eu..member.countries.in.march.2001..1.",31,2011
"41276","S01002276","other.eu..member.countries.in.march.2001..1.",15,2011
"41277","S01002277","other.eu..member.countries.in.march.2001..1.",12,2011
"41278","S01002278","other.eu..member.countries.in.march.2001..1.",11,2011
"41279","S01002279","other.eu..member.countries.in.march.2001..1.",19,2011
"41280","S01002280","other.eu..member.countries.in.march.2001..1.",10,2011
"41281","S01002281","other.eu..member.countries.in.march.2001..1.",7,2011
"41282","S01002282","other.eu..member.countries.in.march.2001..1.",2,2011
"41283","S01002283","other.eu..member.countries.in.march.2001..1.",9,2011
"41284","S01002284","other.eu..member.countries.in.march.2001..1.",43,2011
"41285","S01002285","other.eu..member.countries.in.march.2001..1.",17,2011
"41286","S01002286","other.eu..member.countries.in.march.2001..1.",30,2011
"41287","S01002287","other.eu..member.countries.in.march.2001..1.",14,2011
"41288","S01002288","other.eu..member.countries.in.march.2001..1.",36,2011
"41289","S01002289","other.eu..member.countries.in.march.2001..1.",24,2011
"41290","S01002290","other.eu..member.countries.in.march.2001..1.",34,2011
"41291","S01002291","other.eu..member.countries.in.march.2001..1.",12,2011
"41292","S01002292","other.eu..member.countries.in.march.2001..1.",24,2011
"41293","S01002293","other.eu..member.countries.in.march.2001..1.",12,2011
"41294","S01002294","other.eu..member.countries.in.march.2001..1.",16,2011
"41295","S01002295","other.eu..member.countries.in.march.2001..1.",12,2011
"41296","S01002297","other.eu..member.countries.in.march.2001..1.",7,2011
"41297","S01002298","other.eu..member.countries.in.march.2001..1.",13,2011
