Zone Code,all_16_74_employed,managers_senior_officials,prof_occupations,associate_prof_technical_occ,admin_secretarial,skilled_trades_occ,personal_service,sales_customer_service,process_plant_machine_operatives,elementary
60QF000317,29,0,0,1,6,5,6,3,3,5
60QF000318,24,0,0,2,3,4,2,2,4,7
60QF000319,63,10,6,3,7,6,4,4,13,10
60QF000320,73,2,1,2,9,8,4,12,15,20
60QF000321,23,0,0,0,2,0,3,2,5,11
60QF000322,14,0,1,0,2,1,0,1,4,5
60QF000323,49,5,8,10,10,3,3,5,2,3
60QF000324,68,4,12,9,10,13,6,2,5,7
60QF000325,124,16,14,22,16,10,10,16,13,7
60QF000326,51,4,1,6,10,7,3,6,8,6
60QF000327,111,8,4,20,13,19,8,11,13,15
60QF000328,70,6,2,18,8,10,4,7,11,4
60QF000329,64,11,6,6,6,10,8,6,3,8
60QF000330,53,5,4,5,8,11,8,6,4,2
60QF000331,30,3,7,2,4,3,4,0,4,3
60QF000332,97,15,4,12,13,16,7,10,9,11
60QF000333,44,1,3,4,8,3,4,9,6,6
60QF000334,65,3,1,8,12,12,7,5,12,5
60QF000335,145,7,11,31,14,16,13,18,18,17
60QF000336,37,1,2,2,4,7,3,5,8,5
60QF000337,33,1,1,6,4,4,1,5,3,8
60QF000338,61,8,2,10,7,3,6,4,15,6
60QF000339,93,16,20,22,11,3,5,6,3,7
60QF000340,50,12,9,7,5,2,3,4,3,5
60QF000341,143,17,8,20,23,14,11,15,21,14
60QF000342,30,1,2,8,2,3,7,2,4,1
60QF000343,98,11,6,20,15,9,7,9,15,6
60QF000344,89,10,11,13,14,11,10,10,5,5
60QF000345,4,0,0,0,1,1,0,0,2,0
60QF000346,59,1,9,7,5,9,5,10,8,5
60QF000347,44,5,2,1,2,3,3,2,11,15
60QF000348,26,0,2,3,3,2,6,7,2,1
60QF000349,80,10,7,15,9,11,5,6,9,8
60QF000350,38,4,2,1,3,4,2,4,6,12
60QF000351,85,5,2,3,6,13,6,12,14,24
60QF000352,30,3,0,6,0,3,3,2,3,10
60QF000353,56,9,7,8,3,7,4,5,6,7
60QF000354,22,2,0,1,0,4,1,0,7,7
60QF000355,64,5,0,7,9,8,6,7,12,10
60QF000356,48,6,2,9,7,3,1,5,7,8
60QF000357,63,7,1,6,5,7,2,9,10,16
60QF000358,33,1,2,5,8,5,1,2,4,5
60QF000359,50,2,3,5,6,9,8,6,6,5
60QF000360,70,11,8,9,15,8,6,3,6,4
60QF000361,57,9,4,12,6,8,4,4,7,3
60QF000362,43,0,4,8,8,4,1,4,6,8
60QF000363,62,10,8,13,6,8,4,5,3,5
60QF000364,44,5,4,11,6,6,4,5,2,1
60QF000365,32,3,2,5,3,4,3,3,6,3
60QF000366,59,9,3,8,8,7,7,6,7,4
60QF000367,69,15,12,16,8,5,2,2,8,1
60QF000368,56,7,1,4,4,7,7,6,7,13
60QF000369,32,2,1,4,4,5,1,7,5,3
60QF000370,22,4,3,0,4,3,0,0,2,6
60QF000371,68,10,22,4,6,9,5,6,1,5
60QF000372,56,10,16,7,1,2,3,1,8,8
60QF000373,37,5,10,6,2,3,3,5,0,3
60QF000374,55,18,12,8,6,1,3,3,0,4
60QF000375,68,16,16,11,8,3,5,3,5,1
60QF000376,119,15,8,10,16,7,14,7,27,15
60QF000377,40,2,0,6,2,6,5,4,6,9
60QF000378,47,4,3,5,3,6,6,2,10,8
60QF000379,47,7,4,6,5,5,1,3,5,11
60QF000380,71,12,11,17,10,5,6,3,4,3
60QF000381,56,3,5,12,11,9,6,2,5,3
60QF000382,77,7,5,12,8,17,4,8,7,9
60QF000383,48,9,5,7,6,7,1,3,2,8
60QF000384,30,4,4,4,3,2,1,5,0,7
60QF000385,59,8,10,17,9,6,2,3,1,3
60QF000386,36,2,3,6,4,3,5,5,2,6
60QG000001,36,9,2,8,4,4,2,2,3,2
60QG000002,68,4,7,15,9,9,6,3,6,9
60QG000003,52,8,5,5,9,7,4,4,3,7
60QG000004,91,21,10,13,8,15,4,5,5,10
60QG000005,48,10,5,5,2,13,3,4,2,4
60QG000006,74,13,11,7,8,7,9,8,7,4
60QG000007,63,12,6,14,9,7,5,3,3,4
60QG000008,30,6,1,5,4,7,1,1,3,2
60QG000009,54,6,8,11,9,6,0,6,4,4
60QG000010,52,5,1,5,4,13,2,8,1,13
60QG000011,52,7,3,5,8,3,7,4,4,11
60QG000012,77,6,9,19,12,8,3,5,7,8
60QG000013,21,0,0,4,3,1,3,2,4,4
60QG000014,38,4,4,4,6,6,4,1,8,1
60QG000015,29,3,1,4,3,6,1,7,2,2
60QG000016,10,0,0,1,1,0,0,2,2,4
60QG000017,31,1,2,7,3,2,3,4,5,4
60QG000018,32,0,0,1,2,5,1,8,6,9
60QG000019,30,1,1,1,6,1,4,10,2,4
60QG000020,46,1,1,5,4,9,3,9,6,8
60QG000021,15,2,1,2,3,1,3,0,1,2
60QG000022,31,3,2,3,5,4,4,2,5,3
60QG000023,28,3,0,3,2,3,3,2,1,11
60QG000024,37,1,4,1,4,6,3,6,3,9
60QG000025,40,4,1,2,5,3,6,4,5,10
60QG000026,26,4,0,2,2,0,3,6,3,6
60QG000027,27,2,0,3,2,2,5,3,5,5
60QG000028,25,0,3,1,4,3,1,1,5,7
60QG000029,23,1,0,1,4,3,2,4,5,3
60QG000030,20,1,0,3,2,3,1,2,5,3
60QG000031,37,1,2,2,2,4,4,8,6,8
60QG000032,41,4,3,2,9,2,1,3,11,6
60QG000033,74,6,6,5,10,10,6,11,9,11
60QG000034,58,5,0,4,8,7,7,8,7,12
60QG000035,37,3,1,3,6,4,2,4,4,10
60QG000036,67,5,1,6,11,13,7,3,6,15
60QG000037,25,3,4,4,3,3,2,2,1,3
60QG000038,89,6,15,16,11,9,6,6,5,15
60QG000039,91,12,13,18,13,7,6,6,6,10
60QG000040,62,8,7,13,6,5,3,1,16,3
60QG000041,83,20,9,19,7,7,2,4,3,12
60QG000042,81,10,9,16,19,7,4,3,3,10
60QG000043,53,9,9,11,8,5,3,1,1,6
60QG000044,55,4,4,9,13,5,5,5,2,8
60QG000045,65,9,4,9,11,8,6,10,4,4
60QG000046,63,6,7,12,11,4,5,7,4,7
60QG000047,65,12,3,15,9,9,6,3,5,3
60QG000048,54,11,12,8,1,6,3,5,7,1
60QG000049,64,7,12,13,11,6,4,4,1,6
60QG000050,101,12,14,15,12,13,3,10,12,10
60QG000051,48,11,5,6,8,7,6,1,0,4
60QG000052,53,4,1,5,11,8,4,9,2,9
60QG000053,138,16,14,22,13,18,7,12,15,21
60QG000054,35,3,1,4,10,3,1,2,4,7
60QG000055,23,1,1,5,1,1,5,0,2,7
60QG000056,36,2,4,2,7,5,4,1,5,6
60QG000057,25,5,1,3,5,1,2,4,1,3
60QG000058,105,11,6,7,14,12,6,15,17,17
60QG000059,29,0,1,5,4,4,3,6,0,6
60QG000060,49,2,2,13,8,4,6,3,7,4
60QG000061,2,1,1,0,0,0,0,0,0,0
60QG000062,39,4,7,5,5,2,2,2,7,5
60QG000063,55,7,11,7,8,8,4,6,3,1
60QG000064,77,9,6,14,10,9,4,12,5,8
60QG000065,66,7,10,5,14,11,1,3,6,9
60QG000066,88,10,10,15,16,4,3,7,8,15
60QG000067,83,6,12,14,11,10,7,4,6,13
60QG000068,17,2,1,0,3,2,1,0,1,7
60QG000069,24,3,1,3,5,4,1,3,2,2
60QG000070,22,1,1,1,1,3,1,5,1,8
60QG000071,23,1,0,2,3,3,2,6,4,2
60QG000072,47,2,3,6,6,4,6,6,5,9
60QG000073,24,3,0,3,5,5,2,2,1,3
60QG000074,82,9,7,9,9,11,7,9,10,11
60QG000075,43,3,3,7,7,7,3,2,4,7
60QG000076,100,8,7,12,10,22,4,13,9,15
60QG000077,62,13,4,7,13,6,5,5,4,5
60QG000078,22,2,0,2,2,3,4,3,4,2
60QG000079,20,0,4,1,2,2,5,0,1,5
60QG000080,24,2,1,0,2,5,3,3,5,3
60QG000081,18,1,0,1,2,2,5,4,2,1
60QG000082,18,1,1,3,1,0,3,4,3,2
60QG000083,27,5,3,3,4,2,0,5,3,2
60QG000084,24,1,1,0,2,4,0,1,7,8
60QG000085,77,7,2,11,11,11,9,7,7,12
60QG000086,54,0,3,8,10,7,5,7,8,6
60QG000087,47,1,2,7,5,6,7,4,5,10
60QG000088,108,11,4,13,23,14,6,10,12,15
60QG000089,56,7,3,4,8,6,7,4,7,10
60QG000090,60,3,4,4,11,7,2,5,7,17
60QG000091,40,2,3,2,5,9,3,1,7,8
60QG000092,20,4,1,2,3,0,2,3,2,3
60QG000093,32,1,3,3,5,1,2,5,6,6
60QG000094,29,0,0,0,6,6,2,7,3,5
60QG000095,46,2,3,3,7,5,5,5,6,10
60QG000096,23,1,2,0,1,5,5,1,4,4
60QG000097,29,0,4,3,5,1,1,7,4,4
60QG000098,48,10,4,8,4,5,5,3,6,3
60QG000099,55,6,0,6,5,8,2,6,6,16
60QG000100,105,11,3,18,18,14,7,11,10,13
60QG000101,39,1,3,3,2,3,7,6,4,10
60QG000102,158,24,15,32,25,15,11,9,17,10
60QG000103,56,4,2,13,10,8,4,1,9,5
60QG000104,80,3,2,4,12,14,8,9,9,19
60QG000105,36,3,1,4,2,5,3,4,5,9
60QG000106,62,6,1,5,5,8,7,3,10,17
60QG000107,72,8,5,7,9,13,7,5,8,10
60QG000108,36,0,1,4,4,7,1,4,8,7
60QG000109,81,4,4,4,10,11,4,11,14,19
60QG000110,57,3,2,6,5,4,7,5,12,13
60QG000111,87,5,4,9,8,6,12,9,16,18
60QG000112,42,5,1,6,4,4,2,4,6,10
60QG000113,78,8,4,14,17,9,6,4,14,2
60QG000114,88,12,9,14,20,5,7,4,13,4
60QG000115,64,8,2,11,11,6,6,11,4,5
60QG000116,51,5,1,11,10,4,3,3,6,8
60QG000117,75,10,4,15,15,6,5,6,6,8
60QG000118,55,4,3,6,2,8,7,6,5,14
60QG000119,52,3,1,4,1,3,5,6,11,18
60QG000120,76,2,0,7,13,11,6,11,10,16
60QG000121,66,3,1,9,8,3,8,9,7,18
60QG000122,67,3,2,3,6,8,6,10,15,14
60QG000123,59,5,1,2,4,6,8,6,9,18
60QG000124,81,8,1,9,5,4,11,11,14,18
60QG000125,73,6,2,10,8,5,11,8,9,14
60QG000126,54,3,1,6,3,9,9,9,6,8
60QG000127,35,0,1,5,6,5,4,4,4,6
60QG000128,36,2,3,3,4,5,6,3,6,4
60QG000129,48,6,2,5,6,4,3,4,7,11
60QG000130,48,5,2,2,2,8,10,4,4,11
60QG000131,76,4,4,8,10,5,9,5,10,21
60QG000132,75,8,1,9,8,5,6,11,11,16
60QG000133,42,1,1,3,3,9,4,5,9,7
60QG000134,36,4,0,3,4,4,4,7,6,4
60QG000135,39,3,1,5,7,2,1,3,10,7
60QG000136,39,2,3,2,9,7,1,5,3,7
60QG000137,83,10,7,7,13,9,8,7,6,16
60QG000138,69,6,5,14,13,7,4,6,11,3
60QG000139,72,9,1,4,18,10,7,8,6,9
60QG000140,68,2,7,17,5,5,5,7,9,11
60QG000141,77,11,4,11,9,12,7,8,7,8
60QG000142,36,4,3,9,7,5,4,0,1,3
60QG000143,84,6,4,19,11,9,5,6,12,12
60QG000144,20,1,0,2,2,2,5,1,2,5
60QG000145,62,8,6,7,7,10,1,5,12,6
60QG000146,55,6,3,10,8,3,1,7,8,9
60QG000147,54,5,3,4,7,9,5,9,6,6
60QG000148,41,4,1,2,7,4,6,5,4,8
60QG000149,21,1,0,1,3,4,2,3,2,5
60QG000150,38,3,0,0,7,9,3,2,6,8
60QG000151,26,1,0,5,3,0,1,6,2,8
60QG000152,66,2,1,3,4,9,6,10,11,20
60QG000153,55,5,1,4,12,8,2,5,8,10
60QG000154,55,7,6,7,6,8,5,5,5,6
60QG000155,102,11,10,14,18,10,6,10,11,12
60QG000156,63,5,2,13,11,7,7,4,3,11
60QG000157,72,8,3,9,17,8,4,8,9,6
60QG000158,47,6,3,5,11,3,4,5,6,4
60QG000159,82,8,7,15,16,7,6,9,3,11
60QG000160,43,2,2,8,4,4,5,6,6,6
60QG000161,29,3,1,3,5,2,2,4,3,6
60QG000162,47,5,2,8,10,2,2,2,7,9
60QG000163,51,4,2,3,15,9,0,4,9,5
60QG000164,65,11,6,16,6,5,4,8,7,2
60QG000165,1,1,0,0,0,0,0,0,0,0
60QG000166,46,4,3,10,9,5,4,3,3,5
60QG000167,13,0,2,1,0,1,4,3,2,0
60QG000168,58,6,2,9,12,6,5,4,2,12
60QG000169,67,6,7,15,10,10,3,3,4,9
60QG000170,71,4,4,21,10,8,6,7,9,2
60QG000171,39,2,1,9,8,1,5,5,5,3
60QG000172,23,0,2,7,4,2,2,0,3,3
60QG000173,64,5,15,16,9,6,2,6,3,2
60QG000174,36,3,4,5,7,2,3,1,6,5
60QG000175,70,4,6,13,12,11,7,4,5,8
60QG000176,50,5,4,9,12,7,5,3,3,2
60QG000177,87,11,12,14,17,12,3,8,7,3
60QG000178,73,6,5,11,13,8,6,4,7,13
60QG000179,22,1,4,2,5,2,1,1,4,2
60QG000180,95,11,9,12,16,15,4,5,10,13
60QG000181,46,6,5,4,3,8,2,5,8,5
60QG000182,78,10,7,19,12,8,7,4,4,7
60QG000183,27,1,6,2,3,5,0,3,2,5
60QG000184,51,4,11,7,6,4,4,4,2,9
60QG000185,89,6,9,17,14,15,3,8,9,8
60QG000186,35,4,3,3,5,2,0,6,4,8
60QG000187,28,3,3,3,3,1,0,4,4,7
60QG000188,42,3,2,4,14,3,5,1,4,6
60QG000189,43,1,3,3,9,2,5,5,5,10
60QG000190,36,1,4,8,7,3,2,2,1,8
60QG000191,32,2,1,3,7,2,6,1,6,4
60QG000192,29,2,1,2,3,5,5,2,3,6
60QG000193,31,4,2,1,5,7,2,1,4,5
60QG000194,27,1,0,3,3,3,3,2,4,8
60QG000195,58,3,3,6,7,7,5,6,7,14
60QG000196,55,7,11,13,11,2,1,3,5,2
60QG000197,41,4,12,7,8,2,4,1,0,3
60QG000198,83,17,12,13,15,7,3,6,3,7
60QG000199,24,3,4,6,1,1,2,3,3,1
60QG000200,76,13,17,15,17,3,4,1,2,4
60QG000201,59,10,11,9,11,4,4,4,3,3
60QG000202,39,1,6,5,1,4,3,1,9,9
60QG000203,49,5,9,8,7,5,1,4,2,8
60QG000204,56,2,5,9,8,5,9,3,6,9
60QG000205,50,7,6,7,8,1,3,6,3,9
60QG000206,72,10,16,8,9,7,6,10,1,5
60QG000207,16,1,0,1,3,1,3,0,4,3
60QG000208,53,4,4,8,11,3,3,3,8,9
60QG000209,41,4,0,2,6,6,3,6,9,5
60QG000210,59,1,1,5,16,3,5,10,9,9
60QG000211,57,6,5,13,11,6,2,7,2,5
60QG000212,90,16,14,19,17,8,2,6,6,2
60QG000213,74,10,4,13,13,11,5,6,2,10
60QG000214,31,2,3,1,3,4,0,4,1,13
60QG000215,47,5,5,5,9,3,5,4,6,5
60QG000216,17,3,2,2,2,2,1,2,2,1
60QG000217,56,7,9,10,9,6,2,8,3,2
60QG000218,131,19,17,23,24,15,7,10,7,9
60QG000219,138,10,20,25,28,15,5,12,9,14
60QG000220,73,8,13,10,12,5,4,5,8,8
60QG000221,65,13,7,9,10,11,1,5,1,8
60QG000222,65,6,6,12,12,9,4,4,5,7
60QG000223,51,4,2,3,12,4,3,4,13,6
60QG000224,30,5,7,7,2,2,2,2,0,3
60QG000225,20,0,3,0,4,2,2,1,3,5
60QG000226,57,9,5,10,10,6,2,5,4,6
60QG000227,32,4,0,6,2,2,0,7,6,5
60QG000228,76,5,6,10,10,7,11,6,12,9
60QG000229,58,4,0,5,9,9,4,4,12,11
60QG000230,58,5,0,2,9,11,5,9,13,4
60QG000231,62,1,4,5,7,7,8,11,9,10
60QG000232,23,2,1,1,1,3,4,6,0,5
60QG000233,35,4,1,1,5,2,0,12,4,6
60QG000234,49,3,0,3,3,12,1,6,9,12
60QG000235,41,4,1,4,2,3,5,10,7,5
60QG000236,32,2,0,2,4,4,2,3,2,13
60QG000237,30,1,0,4,4,4,2,2,4,9
60QG000238,18,2,1,3,3,3,1,1,3,1
60QG000239,60,5,3,6,11,5,7,11,7,5
60QG000240,32,2,3,7,3,1,5,2,3,6
60QG000241,36,3,3,3,5,3,3,1,7,8
60QG000242,46,3,0,3,8,7,1,5,13,6
60QG000243,69,5,1,4,11,8,3,12,11,14
60QG000244,50,1,0,4,5,7,5,8,6,14
60QG000245,35,1,1,6,5,5,4,2,4,7
60QG000246,35,3,0,0,5,5,0,3,7,12
60QG000247,84,4,2,10,18,7,5,13,15,10
60QG000248,35,1,0,2,6,2,7,6,3,8
60QG000249,63,6,2,5,12,8,4,9,5,12
60QG000250,25,0,2,1,2,5,1,2,6,6
60QG000251,50,9,14,7,3,1,3,3,4,6
60QG000252,42,7,5,8,7,3,4,4,2,2
60QG000253,44,3,7,8,10,4,3,3,2,4
60QG000254,139,19,12,28,22,13,11,15,5,14
60QG000255,15,0,2,1,1,3,2,2,1,3
60QG000256,72,7,9,16,12,5,9,6,2,6
60QG000257,42,6,6,4,4,7,4,4,4,3
60QG000258,21,1,0,2,5,4,3,1,2,3
60QG000259,13,3,0,1,1,0,2,1,1,4
60QG000260,86,12,12,17,13,4,6,11,4,7
60QG000261,78,11,17,13,12,8,4,2,4,7
60QG000262,27,2,0,2,1,6,2,2,3,9
60QG000263,37,4,0,3,2,2,6,4,5,11
60QG000264,25,1,0,2,4,1,3,1,9,4
60QG000265,21,2,0,0,3,1,2,3,3,7
60QG000266,32,2,1,4,3,5,3,5,2,7
60QG000267,39,4,1,5,4,6,1,0,7,11
60QG000268,18,3,1,2,5,1,2,0,2,2
60QG000269,17,0,0,3,3,0,0,0,3,8
60QG000270,14,1,0,2,1,0,2,2,1,5
60QG000271,30,1,0,6,2,0,5,4,3,9
60QG000272,59,8,15,12,6,0,3,4,6,5
60QG000273,44,5,3,6,6,4,2,4,10,4
60QG000274,60,4,2,5,7,6,6,3,11,16
60QG000275,33,0,2,0,6,2,4,6,4,9
60QG000276,43,1,2,6,4,3,6,7,5,9
60QG000277,67,5,2,10,6,11,5,4,8,16
60QG000278,27,0,3,6,3,4,0,2,2,7
60QG000279,64,1,0,2,5,12,7,9,9,19
60QG000280,79,5,3,6,5,6,10,8,10,26
60QG000281,33,0,0,10,4,4,3,0,3,9
60QG000282,72,8,3,6,10,10,7,6,13,9
60QG000283,39,1,1,4,3,4,2,5,6,13
60QG000284,40,4,1,1,9,5,2,3,5,10
60QG000285,34,3,1,6,3,6,1,3,3,8
60QG000286,31,1,0,2,3,3,4,4,2,12
60QG000287,63,3,2,7,15,7,3,8,12,6
60QG000288,37,2,1,6,11,7,2,4,2,2
60QG000289,17,0,2,3,2,2,0,3,1,4
60QG000290,38,1,2,3,3,7,5,6,1,10
60QG000291,90,8,12,27,16,7,6,7,2,5
60QG000292,54,6,2,9,9,10,4,4,1,9
60QG000293,73,7,3,11,15,11,3,6,6,11
60QG000294,59,3,3,13,13,7,4,2,7,7
60QG000295,29,3,1,4,6,3,2,1,2,7
60QG000296,72,16,10,11,13,5,2,2,6,7
60QG000297,13,1,1,0,2,1,0,2,3,3
60QG000298,43,3,6,9,6,3,2,2,6,6
60QG000299,22,1,0,2,2,8,3,3,3,0
60QG000300,59,12,8,5,8,15,2,2,1,6
60QG000301,48,14,8,5,5,6,1,2,1,6
60QG000302,56,13,10,10,11,2,3,2,2,3
60QG000303,44,7,4,7,5,9,3,1,5,3
60QG000304,49,15,6,8,6,5,1,1,4,3
60QG000305,58,10,6,11,9,6,5,1,2,8
60QG000306,40,9,5,6,4,3,3,3,4,3
60QG000307,57,5,2,16,9,6,6,2,5,6
60QG000308,51,6,6,13,7,5,3,6,1,4
60QG000309,60,6,5,16,10,6,0,4,7,6
60QG000310,46,7,3,7,10,5,3,3,2,6
60QG000311,64,4,5,10,12,11,4,8,5,5
60QG000312,40,3,3,11,5,5,4,3,5,1
60QG000313,65,11,2,16,6,4,8,4,6,8
60QG000314,57,5,6,9,15,4,3,6,4,5
60QG000315,53,2,3,10,9,4,2,10,7,6
60QG000316,30,0,1,0,2,4,2,6,7,8
60QG000317,24,2,2,3,6,2,0,2,4,3
60QG000318,19,0,0,1,3,6,1,5,2,1
60QG000319,23,0,1,6,3,2,5,3,0,3
60QG000320,26,4,5,6,2,2,1,4,2,0
60QG000321,42,5,0,2,10,6,2,2,5,10
60QG000322,22,1,0,3,0,2,1,2,4,9
60QG000323,62,3,3,10,11,6,6,4,10,9
60QG000324,58,5,5,8,11,7,4,6,3,9
60QG000325,20,0,0,7,2,3,0,1,3,4
60QG000326,19,3,0,1,4,1,2,2,1,5
60QG000327,73,7,6,14,10,9,7,5,8,7
60QG000328,38,2,3,2,7,5,4,2,5,8
60QG000329,98,13,11,29,12,8,4,6,9,6
60QG000330,14,0,0,0,1,3,0,5,3,2
60QG000331,44,10,2,9,3,6,3,4,4,3
60QG000332,37,6,7,4,9,4,0,2,0,5
60QG000333,36,7,3,6,2,3,5,3,3,4
60QG000334,32,0,1,5,5,2,4,2,2,11
60QG000335,49,7,3,5,8,5,6,3,1,11
60QG000336,71,7,11,16,19,4,2,3,5,4
60QG000337,56,3,9,13,10,4,3,5,6,3
60QG000338,37,0,1,1,6,10,4,3,7,5
60QG000339,28,3,0,3,1,4,3,3,5,6
60QG000340,29,5,0,3,3,4,4,1,3,6
60QG000341,44,4,1,5,6,7,5,6,3,7
60QG000342,67,9,11,16,9,10,0,0,5,7
60QG000343,45,5,7,15,9,3,0,2,2,2
60QG000344,80,12,3,17,15,15,2,1,10,5
60QG000345,54,7,5,14,8,7,2,5,2,4
60QG000346,43,3,2,6,8,5,4,5,5,5
60QG000347,58,14,9,16,6,2,2,1,5,3
60QG000348,120,19,11,15,23,10,8,8,11,15
60QG000349,32,5,3,6,4,4,0,3,1,6
60QG000350,50,2,3,7,4,11,4,3,6,10
60QG000351,27,1,0,4,4,2,1,4,4,7
60QG000352,36,4,2,4,3,4,5,5,3,6
60QG000353,30,1,2,0,6,9,3,1,1,7
60QG000354,29,3,2,4,0,5,3,2,3,7
60QG000355,33,2,3,2,4,1,6,2,7,6
60QG000356,52,2,4,11,8,9,5,6,5,2
60QG000357,104,3,4,11,21,16,6,9,16,18
60QG000358,183,14,14,45,41,20,10,5,19,15
60QG000359,71,2,3,10,9,8,6,6,17,10
60QG000360,46,1,5,3,4,7,4,7,5,10
60QG000361,47,1,2,4,6,4,3,4,14,9
60QG000362,81,5,3,11,9,7,8,5,17,16
60QG000363,64,15,3,8,14,7,5,3,4,5
60QG000364,53,6,2,11,9,6,3,3,7,6
60QG000365,140,12,13,32,15,9,7,13,23,16
60QG000366,40,7,3,5,6,3,2,4,2,8
60QG000367,82,4,3,8,7,9,5,13,16,17
60QG000368,56,4,5,11,10,9,3,5,4,5
60QG000369,83,6,5,11,18,10,5,4,12,12
60QG000370,54,9,6,12,7,2,3,6,3,6
60QG000371,53,8,3,10,8,7,3,4,3,7
60QG000372,75,6,8,17,16,12,3,3,3,7
60QG000373,57,12,8,7,10,5,2,5,6,2
60QG000374,64,4,14,10,12,6,5,3,2,8
60QG000375,76,13,16,13,12,5,4,5,5,3
60QG000376,73,1,3,17,12,9,6,2,11,12
60QG000377,73,5,10,17,11,10,2,6,5,7
60QG000378,65,5,5,14,9,5,6,6,9,6
60QG000379,90,9,14,20,8,11,4,11,5,8
60QG000380,56,7,4,7,16,6,4,6,3,3
60QG000381,63,8,15,7,11,7,4,4,2,5
60QG000382,39,2,4,7,5,4,5,1,5,6
60QG000383,110,10,9,18,23,12,5,10,12,11
60QG000384,79,7,12,14,14,6,8,4,8,6
60QG000385,61,3,5,9,7,5,9,3,7,13
60QG000386,41,2,4,4,6,4,8,1,6,6
60QG000387,19,2,0,3,1,3,1,1,6,2
60QG000388,19,1,0,0,2,0,2,2,3,9
60QG000389,46,3,5,5,9,6,6,0,6,6
60QG000390,40,3,0,3,6,5,4,3,6,10
60QG000391,22,0,1,1,4,2,4,2,4,4
60QG000392,78,9,5,10,10,13,6,5,9,11
60QG000393,65,7,3,9,6,7,7,9,4,13
60QG000394,32,4,1,2,4,2,5,3,3,8
60QG000395,39,3,3,3,6,7,5,2,1,9
60QG000396,91,12,5,11,10,12,10,10,10,11
60QG000397,78,3,4,20,15,12,6,2,7,9
60QG000398,52,5,4,8,4,5,6,7,4,9
60QG000399,58,4,6,12,9,9,5,2,6,5
60QG000400,54,8,3,15,6,6,0,5,6,5
60QG000401,112,15,14,31,14,8,4,10,8,8
60QG000402,96,4,13,22,20,7,8,6,9,7
60QG000403,58,3,10,5,5,13,8,5,3,6
60QG000404,39,1,2,13,5,4,3,3,3,5
60QG000405,53,3,1,8,7,8,6,3,8,9
60QG000406,38,2,1,3,9,4,6,4,4,5
60QG000407,26,1,0,0,7,3,1,3,2,9
60QG000408,28,0,2,1,4,7,4,4,4,2
60QG000409,60,3,7,9,12,5,8,7,5,4
60QG000410,60,2,5,14,9,10,3,6,6,5
60QG000411,36,5,3,3,8,3,5,4,2,3
60QG000412,87,3,9,12,18,13,5,6,7,14
60QG000413,33,2,2,1,4,3,1,7,6,7
60QG000414,47,5,3,5,5,6,4,5,8,6
60QG000415,27,2,1,4,3,3,0,1,4,9
60QG000416,21,1,1,1,3,4,4,4,2,1
60QG000417,17,2,0,2,2,2,2,0,3,4
60QG000418,23,2,2,2,3,2,1,6,2,3
60QG000419,52,3,5,6,10,4,6,6,5,7
60QG000420,43,3,3,2,8,4,6,3,4,10
60QG000421,42,7,7,3,9,3,2,8,2,1
60QG000422,98,8,5,8,18,20,15,6,9,9
60QG000423,23,3,4,2,5,2,2,0,1,4
60QG000424,25,0,0,3,1,5,4,3,2,7
60QG000425,29,3,1,3,0,4,7,3,3,5
60QG000426,80,5,6,11,18,11,7,7,8,7
60QG000427,70,4,6,16,13,7,9,3,6,6
60QG000428,24,1,0,3,5,2,0,3,3,7
60QG000429,19,0,0,3,1,2,2,3,4,4
60QG000430,21,2,0,1,5,1,2,5,4,1
60QG000431,43,3,5,5,6,4,1,7,4,8
60QG000432,22,4,1,1,2,5,4,1,1,3
60QG000433,44,3,2,2,3,6,7,5,5,11
60QG000434,34,1,3,4,4,4,3,3,4,8
60QG000435,25,1,1,4,4,1,4,4,3,3
60QG000436,55,2,0,6,11,4,7,8,11,6
60QG000437,69,6,6,6,8,7,9,8,9,10
60QG000438,26,3,1,1,3,1,2,3,2,10
60QG000439,66,1,2,4,11,13,8,8,5,14
60QG000440,47,3,2,2,0,6,4,12,6,12
60QG000441,19,1,3,5,5,2,1,0,1,1
60QG000442,24,1,3,3,5,2,1,2,6,1
60QG000443,70,5,5,11,15,9,4,6,7,8
60QG000444,43,2,4,2,6,3,9,6,3,8
60QG000445,51,5,2,3,6,8,1,7,8,11
60QG000446,74,10,6,10,15,8,2,10,6,7
60QG000447,58,13,4,6,12,8,6,2,4,3
60QG000448,42,3,3,2,5,2,3,9,5,10
60QG000449,18,1,0,1,6,0,2,2,2,4
60QG000450,85,6,2,6,19,13,8,5,9,17
60QG000451,76,7,1,6,6,12,8,9,10,17
60QG000452,78,7,1,5,12,13,8,7,7,18
60QG000453,67,6,1,8,12,10,5,4,10,11
60QG000454,31,2,0,2,3,2,1,6,8,7
60QG000455,49,0,1,8,5,6,6,7,7,9
60QG000456,48,1,1,3,9,9,4,11,6,4
60QG000457,42,4,2,3,8,5,1,6,4,9
60QG000458,49,3,1,6,2,8,5,6,8,10
60QG000459,56,1,0,11,9,9,5,6,9,6
60QG000460,26,3,4,0,3,5,2,2,3,4
60QG000461,50,4,0,2,7,4,5,7,10,11
60QG000462,26,3,1,2,2,1,3,3,2,9
60QG000463,56,2,2,8,8,4,6,6,10,10
60QG000464,49,2,1,1,11,8,4,10,4,8
60QG000465,27,0,1,2,0,2,7,5,7,3
