Zone Code,all_16_74_employed,managers_senior_officials,prof_occupations,associate_prof_technical_occ,admin_secretarial,skilled_trades_occ,personal_service,sales_customer_service,process_plant_machine_operatives,elementary
60RC000720,10,0,0,2,1,1,0,4,1,1
60RC000721,12,3,2,1,2,3,0,0,1,0
60RC000722,50,5,2,10,4,6,3,7,6,7
60RC000723,44,5,2,2,5,2,2,6,8,12
60RC000724,41,2,1,5,6,11,3,5,5,3
60RC000725,26,2,1,5,5,2,2,2,4,3
60RC000726,92,9,6,7,13,13,12,9,9,14
60RC000727,51,5,1,3,7,4,8,11,5,7
60RC000728,31,3,0,1,2,6,0,3,11,5
60RC000729,31,1,1,3,4,5,2,1,5,9
60RC000730,16,0,1,1,4,2,1,2,1,4
60RC000731,41,2,2,3,8,11,2,2,3,8
60RC000732,46,5,2,8,9,6,3,2,3,8
60RC000733,61,4,0,9,19,6,5,5,6,7
60RC000734,60,4,3,9,8,5,2,4,11,14
60RC000735,40,2,6,10,5,8,1,1,3,4
60RC000736,56,9,0,10,6,9,3,3,8,8
60RC000737,60,8,1,10,8,8,4,2,8,11
60RC000738,28,0,1,2,2,4,2,3,7,7
60RC000739,58,5,3,3,7,8,4,8,7,13
60RC000740,45,2,3,5,8,4,6,5,5,7
60RC000741,24,3,0,2,4,2,1,4,4,4
60RC000742,50,2,3,4,3,5,1,13,7,12
60RC000743,40,2,0,2,1,3,7,7,7,11
60RC000744,24,1,0,3,5,1,3,0,7,4
60RC000745,72,6,4,9,11,12,4,7,11,8
60RC000746,77,12,0,10,14,6,5,11,12,7
60RC000747,22,1,0,0,3,5,1,2,4,6
60RC000748,59,7,4,12,8,4,6,3,9,6
60RC000749,41,3,4,3,4,4,4,5,5,9
60RC000750,49,3,0,2,13,11,3,5,3,9
60RC000751,37,3,1,3,8,6,4,3,1,8
60RC000752,42,2,0,4,6,9,6,4,8,3
60RC000753,30,2,2,1,8,3,0,2,7,5
60RC000754,89,12,12,22,11,5,7,8,6,6
60RC000755,24,4,2,3,2,5,1,3,2,2
60RC000756,58,5,5,9,11,10,1,9,6,2
60RC000757,56,8,6,8,14,8,1,8,2,1
60RC000758,42,4,8,10,0,7,2,4,2,5
60RC000759,49,1,2,3,6,8,2,5,11,11
60RC000760,33,4,2,5,4,2,0,5,8,3
60RC000761,48,2,2,6,14,10,3,4,4,3
60RC000762,55,6,1,10,7,7,2,5,9,8
60RC000763,58,2,5,7,9,7,9,4,5,10
60RC000764,66,10,2,7,8,8,8,8,8,7
60RC000765,33,3,0,7,5,5,1,4,4,4
60RC000766,55,8,2,5,5,9,6,4,5,11
60RC000767,67,5,1,6,6,8,2,8,18,13
60RC000768,83,2,3,8,12,16,6,8,14,14
60RC000769,70,6,1,8,10,10,8,8,10,9
60RC000770,45,1,2,3,6,10,2,5,8,8
60RC000771,50,2,1,9,5,7,4,7,8,7
60RC000772,50,4,2,7,9,7,3,4,7,7
60RC000773,74,4,3,8,10,9,6,7,9,18
60RC000774,85,5,0,9,12,10,14,11,10,14
60RC000775,47,1,1,2,9,9,4,7,4,10
60RC000776,33,2,1,7,7,1,2,8,0,5
60RC000777,29,3,5,8,2,2,1,2,4,2
60RC000778,83,13,8,19,17,5,1,10,4,6
60RC000779,27,0,2,3,4,2,3,2,7,4
60RC000780,56,8,4,11,10,9,4,4,4,2
60RC000781,99,15,5,18,24,9,6,6,11,5
60RC000782,23,2,2,3,1,1,4,2,4,4
60RC000783,54,5,3,4,16,11,0,3,6,6
60RC000784,33,1,2,9,5,5,4,1,1,5
60RC000785,46,3,1,7,2,7,4,4,5,13
60RC000786,24,1,1,5,4,2,3,2,2,4
60RC000787,40,3,0,5,7,4,4,6,3,8
60RC000788,46,5,1,5,5,6,7,2,11,4
60RC000789,37,5,3,7,3,3,4,4,6,2
60RC000790,24,1,0,0,6,3,3,2,7,2
60RC000791,74,7,8,12,13,7,6,9,9,3
60RC000792,62,3,6,8,17,7,3,8,5,5
60RC000793,70,6,2,7,17,10,10,6,8,4
60RC000794,52,5,9,10,8,6,5,4,1,4
60RC000795,106,11,9,17,17,20,9,9,10,4
60RC000796,66,12,7,9,15,7,5,1,6,4
60RC000797,43,4,1,7,8,4,3,0,5,11
60RC000798,24,3,4,3,2,1,1,1,2,7
60RC000799,43,5,6,6,4,4,3,5,6,4
60RC000800,52,5,3,8,10,8,5,4,4,5
60RC000801,28,3,1,4,4,5,1,2,7,1
60RC000802,35,2,2,3,5,5,1,5,5,7
60RC000803,67,10,9,10,12,5,3,12,2,4
60RC000804,29,2,3,6,6,4,0,3,1,4
60RC000805,47,9,8,8,2,6,3,4,5,2
60RC000806,79,7,11,14,19,8,4,7,4,5
60RC000807,80,13,9,16,14,11,5,4,7,1
60RC000808,96,16,10,11,20,7,3,15,6,8
60RC000809,157,12,7,20,27,23,9,20,27,12
60RC000810,83,12,7,16,14,5,7,8,9,5
60RC000811,89,11,8,15,16,7,8,7,8,9
60RC000812,72,6,8,14,11,6,3,10,6,8
60RC000813,68,16,5,7,11,4,3,8,9,5
60RC000814,113,10,8,17,17,13,9,10,16,13
60RC000815,114,11,2,22,21,13,5,18,12,10
60RC000816,119,14,9,16,15,12,10,15,16,12
60RC000817,118,11,7,17,19,17,4,14,16,13
60RC000818,107,12,11,14,23,13,8,10,8,8
60RC000819,127,16,18,23,24,9,7,12,7,11
60RC000820,122,12,18,13,26,12,5,14,13,9
60RC000821,100,11,18,14,14,10,9,8,10,6
60RC000822,37,13,3,11,4,3,1,0,0,2
60RC000823,88,8,8,18,9,13,9,9,11,3
60RC000824,64,1,17,13,11,5,3,7,2,5
60RC000825,49,2,1,6,3,6,8,5,6,12
60RC000826,25,2,8,5,4,1,1,2,0,2
60RC000827,63,10,4,15,5,7,8,3,5,6
60RC000828,58,0,8,10,3,12,5,4,7,9
60RC000829,56,6,1,5,7,12,6,5,10,4
60RC000830,69,3,1,3,3,9,10,9,15,16
60RC000831,72,16,9,16,11,5,7,2,4,2
60RC000832,68,13,22,12,6,4,4,2,2,3
60RC000833,53,2,5,20,5,0,5,2,3,11
60RC000834,52,6,25,8,3,1,3,1,3,2
60RC000835,36,5,10,4,2,1,3,2,3,6
60RC000836,78,10,11,15,10,9,6,4,6,7
60RC000837,69,5,13,16,7,8,9,3,4,4
60RC000838,97,8,10,12,17,9,12,12,8,9
60RC000839,77,14,7,16,12,6,4,6,8,4
60RC000840,82,12,7,18,12,14,6,5,4,4
60RC000841,80,8,16,9,9,14,6,8,5,5
60RC000842,83,14,4,14,15,8,5,3,10,10
60RC000843,80,22,17,12,14,3,2,5,3,2
60RC000844,68,15,15,10,7,4,5,4,4,4
60RC000845,91,16,20,14,12,3,2,10,6,8
60RC000846,122,25,22,17,18,9,10,10,4,7
60RC000847,68,17,26,7,8,3,1,4,1,1
60RC000848,61,11,20,5,7,4,5,4,1,4
60RC000849,56,12,14,8,4,0,5,6,3,4
60RC000850,68,12,27,8,5,4,4,2,1,5
60RC000851,43,4,6,5,5,7,5,2,4,5
60RC000852,31,4,4,3,2,1,6,2,6,3
60RC000853,47,4,3,2,4,10,8,2,8,6
60RC000854,72,12,12,14,13,4,6,3,4,4
60RC000855,49,3,5,4,5,8,8,1,10,5
60RC000856,63,5,1,2,8,11,4,7,15,10
60RC000857,42,3,1,6,2,9,3,5,6,7
60RC000858,36,2,0,3,3,10,4,3,6,5
60RC000859,69,2,8,7,8,11,10,4,9,10
60RC000860,63,8,15,10,5,5,8,2,6,4
60RC000861,30,2,0,6,3,2,3,2,6,6
60RC000862,62,17,8,8,4,4,5,2,9,5
60RC000863,31,1,1,2,3,5,5,5,4,5
60RC000864,62,13,9,5,9,6,4,7,5,4
60RC000865,46,10,14,12,4,1,2,2,0,1
60RC000866,78,11,19,15,9,3,3,7,7,4
60RC000867,97,23,39,13,5,1,3,3,1,9
60RC000868,80,14,22,18,7,4,5,6,1,3
60RC000869,62,19,19,10,4,1,3,1,2,3
60RC000870,70,25,20,8,5,1,2,7,2,0
60RC000871,123,19,29,19,16,11,7,9,8,5
60RC000872,91,20,13,21,11,5,6,5,4,6
60RC000873,70,16,9,11,7,8,4,5,6,4
60RC000874,62,8,4,15,10,9,6,3,3,4
60RC000875,86,10,9,22,12,9,6,2,7,9
60RC000876,75,4,9,20,9,8,5,6,9,5
60RC000877,102,13,10,15,23,9,5,6,12,9
60RC000878,83,14,14,15,15,4,4,3,6,8
60RC000879,87,15,10,21,9,7,6,3,10,6
60RC000880,97,21,14,21,15,8,5,8,3,2
60RC000881,113,25,21,16,17,4,5,10,3,12
60RC000882,68,9,7,11,12,14,4,4,4,3
60RC000883,100,21,11,19,15,8,6,3,9,8
60RC000884,112,31,26,13,15,5,6,8,4,4
60RC000885,81,14,10,16,12,6,8,7,4,4
60RC000886,87,19,25,12,13,2,6,7,2,1
60RC000887,98,19,26,19,15,5,6,5,1,2
60RC000888,66,12,18,12,9,2,1,6,1,5
60RC000889,73,18,18,10,11,3,4,2,2,5
60RC000890,53,7,10,13,7,7,3,1,3,2
60RC000891,31,7,7,3,3,1,1,3,4,2
60RC000892,65,5,11,13,9,10,3,3,8,3
60RC000893,84,11,15,14,17,4,7,7,0,9
60RC000894,37,2,1,5,4,8,7,3,2,5
60RC000895,80,10,10,13,6,10,8,5,5,13
60RC000896,41,8,4,7,3,3,1,4,5,6
60RC000897,128,24,21,24,21,3,9,15,6,5
60RC000898,85,23,20,15,7,3,2,7,4,4
60RC000899,74,13,17,14,13,3,2,7,3,2
60RC000900,114,23,15,15,23,9,5,12,8,4
60RC000901,104,17,10,23,12,11,6,8,11,6
60RC000902,70,13,7,12,16,6,5,5,4,2
60RC000903,83,14,6,26,9,7,5,7,5,4
60RC000904,101,5,0,14,16,13,8,14,14,17
60RC000905,62,0,2,9,11,8,10,7,11,4
60RC000906,59,5,1,4,11,11,3,8,4,12
60RC000907,56,7,3,6,10,9,3,5,10,3
60RC000908,49,2,2,6,7,8,5,3,8,8
60RC000909,42,6,1,7,7,5,3,5,3,5
60RC000910,44,4,2,7,4,6,2,4,4,11
60RC000911,68,5,2,11,15,10,3,3,11,8
60RC000912,26,3,1,2,3,4,0,0,8,5
60RC000913,87,10,4,19,17,11,8,4,6,8
60RC000914,78,6,3,10,13,12,7,4,7,16
60RC000915,71,6,2,9,13,9,8,7,9,8
60RC000916,62,5,4,7,14,9,1,9,7,6
60RC000917,86,8,13,17,9,12,10,5,2,10
60RC000918,93,16,20,16,14,3,3,12,4,5
60RC000919,95,11,18,10,16,13,6,11,8,2
60RC000920,90,10,8,17,15,8,9,11,9,3
60RC000921,95,9,19,27,7,6,6,10,4,7
60RC000922,81,6,2,12,11,6,8,6,15,15
60RC000923,58,6,2,10,12,4,5,2,9,8
60RC000924,33,5,1,3,3,4,2,6,5,4
60RC000925,35,3,1,10,4,1,2,6,3,5
60RC000926,49,4,3,8,7,3,5,8,7,4
60RC000927,47,6,7,6,7,5,3,2,7,4
60RC000928,80,6,4,13,12,11,5,6,13,10
60RC000929,58,3,7,9,10,11,1,4,6,7
60RC000930,93,10,5,24,16,6,4,8,15,5
60RC000931,39,3,3,9,6,7,4,0,5,2
60RC000932,72,7,5,15,10,8,2,8,5,12
60RC000933,55,1,6,14,8,7,4,3,5,7
60RC000934,90,12,8,6,21,7,4,8,14,10
60RC000935,82,11,2,13,14,13,5,10,6,8
60RC000936,47,7,2,3,4,8,2,4,8,9
60RC000937,84,8,3,6,10,10,4,6,17,20
60RC000938,50,7,3,6,8,5,2,5,7,7
60RC000939,51,1,5,6,4,6,4,7,11,7
60RC000940,93,7,7,11,13,12,8,9,13,13
60RC000941,82,5,4,11,11,11,5,14,8,13
60RC000942,75,5,3,17,14,8,5,5,7,11
60RC000943,87,12,2,11,14,16,7,11,8,6
60RC000944,87,9,9,17,15,11,4,10,5,7
60RC000945,58,3,7,11,8,6,5,4,7,7
60RC000946,66,5,2,13,5,11,5,8,6,11
60RC000947,38,8,3,6,3,4,2,5,3,4
60RC000948,49,4,3,7,13,8,4,3,1,6
60RC000949,85,17,6,19,14,12,1,5,7,4
60RC000950,69,6,5,12,16,5,7,8,4,6
60RC000951,115,26,10,17,13,11,5,13,7,13
60RC000952,111,14,16,33,15,12,4,8,5,4
60RC000953,41,6,4,13,2,5,4,2,4,1
60RC000954,61,15,6,10,7,4,5,8,3,3
60RC000955,58,14,6,14,8,2,3,6,3,2
60RC000956,57,5,1,9,18,9,2,3,6,4
60RC000957,65,8,2,12,12,8,3,7,4,9
60RC000958,75,5,3,10,12,13,6,8,9,9
60RC000959,64,2,4,9,7,11,5,11,9,6
60RC000960,74,4,5,14,8,10,2,11,10,10
60RC000961,42,7,2,6,7,4,1,4,6,5
60RC000962,86,21,12,21,13,4,2,6,3,4
60RC000963,87,6,5,12,10,14,8,4,17,11
60RC000964,52,4,4,7,8,8,5,4,6,6
60RC000965,88,10,10,21,16,5,10,5,6,5
60RC000966,36,4,5,7,9,3,2,2,1,3
60RC000967,59,10,6,13,7,13,2,2,3,3
60RC000968,38,5,3,4,3,1,5,0,7,10
60RC000969,75,9,7,14,10,9,4,7,7,8
60RC000970,41,3,2,6,3,5,6,2,7,7
60RC000971,92,11,10,7,12,9,8,11,10,14
60RC000972,66,6,3,12,10,11,5,6,4,9
60RC000973,40,1,0,2,9,7,1,5,1,14
60RC000974,55,6,2,10,17,2,2,4,8,4
60RC000975,47,6,7,8,7,5,1,5,2,6
60RC000976,62,15,6,15,6,5,4,4,4,3
60RC000977,77,9,11,12,10,8,4,11,6,6
60RC000978,128,9,21,19,21,11,8,16,14,9
60RC000979,138,23,19,29,26,10,5,15,7,4
60RC000980,110,18,15,24,26,5,2,10,4,6
60RC000981,136,23,19,25,26,8,7,16,5,7
60RC000982,101,7,18,15,25,6,8,10,5,7
60RC000983,84,26,22,12,10,3,3,6,1,1
60RC000984,60,6,13,15,10,4,1,4,4,3
60RC000985,98,22,14,20,17,3,3,10,4,5
60RC000986,82,19,20,15,13,2,2,5,3,3
60RC000987,80,12,11,12,19,8,0,9,3,6
60RC000988,63,8,9,9,12,7,4,10,1,3
60RC000989,48,8,4,9,5,7,2,6,4,3
60RC000990,29,1,1,5,0,2,4,5,4,7
60RC000991,68,13,4,13,8,10,5,10,4,1
60RC000992,77,16,13,10,13,5,8,2,3,7
60RC000993,45,2,1,3,8,4,5,5,11,6
60RC000994,44,4,2,6,6,6,4,3,7,6
60RC000995,36,2,5,6,7,5,2,1,3,5
60RC000996,100,19,5,25,16,9,4,9,6,7
60RC000997,103,9,13,19,16,10,7,15,4,10
60RC000998,63,8,11,10,16,2,1,7,5,3
60RC000999,69,10,9,14,13,7,3,5,3,5
60RC001000,140,21,16,25,19,10,6,20,10,13
60RC001001,93,9,11,15,19,3,10,8,8,10
60RC001002,95,15,13,13,17,9,4,11,7,6
60RC001003,120,37,21,17,13,6,7,7,8,4
60RC001004,86,23,20,14,12,3,3,2,5,4
60RC001005,76,18,16,15,3,5,6,3,4,6
60RC001006,99,23,28,19,11,1,2,7,2,6
60RC001007,98,23,21,21,10,6,2,5,6,4
60RC001008,77,14,22,14,11,1,2,6,2,5
60RC001009,73,5,1,3,14,7,6,4,14,19
60RC001010,75,11,7,8,6,7,5,3,15,13
60RC001011,42,1,2,6,5,2,5,7,5,9
60RC001012,20,2,0,3,1,1,1,2,3,7
60RC001013,86,12,14,11,12,11,3,5,6,12
60RC001014,30,1,2,9,2,4,4,1,4,3
60RC001015,44,7,2,10,5,7,1,4,3,5
60RC001016,15,0,0,2,1,2,2,3,1,4
60RC001017,21,1,1,2,4,0,4,2,3,4
60RC001018,36,1,2,7,2,2,5,6,5,6
60RC001019,34,2,0,1,1,3,4,10,2,11
60RC001020,55,3,1,9,4,5,7,9,9,8
60RC001021,44,2,2,5,13,9,3,3,3,4
60RC001022,36,4,4,10,6,2,1,7,1,1
60RC001023,62,8,19,12,5,6,4,2,1,5
60RC001024,40,7,3,8,6,4,1,5,1,5
60RC001025,44,8,15,8,1,2,0,6,1,3
60RC001026,81,13,17,13,6,10,5,5,7,5
60RC001027,74,15,27,11,9,4,2,5,1,0
60RC001028,35,12,11,7,1,0,3,0,0,1
60RC001029,63,14,15,12,9,1,0,6,3,3
60RC001030,46,9,0,2,3,8,6,1,9,8
60RC001031,27,8,8,3,5,0,0,0,3,0
60RC001032,41,11,13,6,5,3,2,1,0,0
60RC001033,87,12,18,15,9,5,7,7,5,9
60RC001034,44,5,2,7,3,9,3,2,4,9
60RC001035,25,2,5,5,5,3,3,1,1,0
60RC001036,68,13,19,10,11,2,3,4,1,5
60RC001037,57,15,12,9,4,5,3,2,5,2
60RC001038,33,4,4,13,6,2,1,3,0,0
60RC001039,81,10,9,17,12,15,2,9,1,6
60RC001040,59,6,7,6,8,9,6,6,6,5
60RC001041,122,16,9,19,23,16,4,15,13,7
60RC001042,58,4,6,7,8,9,6,4,8,6
60RC001043,43,2,1,7,6,5,6,6,5,5
60RC001044,64,9,9,10,7,10,4,5,4,6
60RC001045,40,3,10,5,6,4,0,5,2,5
60RC001046,47,9,9,12,7,2,4,2,1,1
60RC001047,51,5,7,6,7,8,5,7,2,4
60RC001048,55,20,12,6,5,3,1,2,4,2
60RC001049,68,7,6,9,6,9,4,1,14,12
60RC001050,56,7,8,8,9,10,4,3,4,3
60RC001051,45,8,8,5,3,0,8,4,2,7
60RC001052,51,4,1,5,6,7,7,2,13,6
60RC001053,64,8,5,11,3,15,6,4,6,6
60RC001054,21,3,0,2,0,6,0,2,4,4
60RC001055,40,4,0,7,8,5,5,0,9,2
60RC001056,32,3,4,5,2,3,3,3,4,5
60RC001057,42,2,7,4,5,3,5,5,8,3
60RC001058,34,4,0,1,4,6,2,5,5,7
60RC001059,43,7,6,4,4,7,3,3,6,3
60RC001060,15,2,0,0,1,1,3,3,2,3
60RC001061,18,1,0,2,2,5,2,1,4,1
60RC001062,28,1,1,1,5,6,3,3,2,6
60RC001063,29,0,0,3,4,6,3,1,7,5
60RC001064,69,15,13,11,9,5,1,4,3,8
60RC001065,29,2,1,3,2,5,1,2,9,4
60RC001066,52,16,14,10,6,2,0,2,2,0
60RC001067,45,9,6,6,8,5,1,3,3,4
60RC001068,78,12,28,16,7,4,4,4,2,1
60RC001069,35,4,3,3,9,5,3,1,3,4
60RC001070,31,1,0,3,4,3,7,1,5,7
60RC001071,46,2,2,7,7,4,1,6,9,8
60RC001072,54,6,2,9,5,6,2,4,9,11
60RC001073,23,2,3,2,2,1,0,5,3,5
60RC001074,25,3,0,5,3,4,5,1,2,2
60RC001075,35,1,0,3,3,6,4,5,8,5
60RC001076,42,3,2,1,8,5,6,3,7,7
60RC001077,36,5,1,5,2,5,3,5,5,5
60RC001078,24,1,0,5,4,2,2,0,7,3
60RC001079,35,1,0,3,4,8,4,5,4,6
60RC001080,14,1,0,2,2,0,1,0,0,8
60RC001081,30,1,4,5,2,2,1,4,3,8
60RC001082,81,25,7,16,4,16,4,2,3,4
60RC001083,33,2,3,4,3,3,2,10,1,5
60RC001084,43,1,9,11,5,2,3,2,6,4
60RC001085,98,15,5,14,12,9,10,11,12,10
60RC001086,58,13,2,5,7,16,3,6,1,5
60RC001087,20,2,0,4,0,0,1,3,2,8
60RC001088,56,9,12,6,7,4,2,10,0,6
60RC001089,120,32,31,20,11,2,3,11,6,4
60RC001090,46,10,8,4,8,2,2,4,8,0
60RC001091,28,1,4,1,1,7,3,2,2,7
60RC001092,45,8,5,5,4,10,1,3,4,5
60RC001093,9,0,0,0,2,1,3,0,3,0
60RC001094,19,0,0,2,3,4,2,2,2,4
60RC001095,109,32,15,16,7,15,5,5,5,9
60RC001096,88,7,8,16,14,8,10,9,12,4
60RC001097,30,2,2,8,2,3,0,4,3,6
60RC001098,40,3,1,8,6,5,3,6,3,5
60RC001099,54,4,2,14,9,6,5,5,3,6
60RC001100,39,6,3,8,2,4,2,5,7,2
60RC001101,38,4,7,7,6,4,1,3,3,3
60RC001102,63,18,12,10,5,9,2,0,3,4
60RC001103,32,2,0,3,6,2,0,4,9,6
60RC001104,90,19,15,16,6,14,5,2,6,7
60RC001105,37,1,1,2,5,2,6,10,4,6
60RC001106,39,1,1,5,8,3,5,3,3,10
60RC001107,43,5,3,0,8,4,4,5,7,7
60RC001108,28,3,3,1,1,4,5,6,3,2
60RC001109,45,3,1,0,7,4,4,4,9,13
60RC001110,54,8,18,6,6,7,1,2,3,3
60RC001111,23,7,3,0,7,2,2,1,1,0
60RC001112,73,16,21,10,8,5,7,4,0,2
60RC001113,64,6,4,13,12,6,5,3,9,6
60RC001114,95,4,7,15,20,12,9,9,11,8
60RC001115,75,18,15,8,8,13,6,3,2,2
60RC001116,17,1,1,0,2,2,2,2,6,1
60RC001117,28,1,1,5,0,4,4,3,4,6
60RC001118,24,1,2,2,5,4,2,3,2,3
60RC001119,26,3,1,4,3,1,3,2,4,5
60RC001120,34,4,1,7,7,6,2,3,2,2
60RC001121,19,2,0,1,3,3,2,2,1,5
60RC001122,14,1,0,1,3,0,2,1,5,1
60RC001123,31,2,2,3,2,3,3,1,6,9
60RC001124,56,6,5,5,6,6,2,9,6,11
60RC001125,10,0,1,0,1,1,2,0,0,5
60RC001126,84,20,16,8,10,20,4,1,3,2
60RC001127,20,0,0,2,3,2,1,0,6,6
60RC001128,13,1,0,0,3,1,2,0,4,2
60RC001129,20,2,0,3,3,4,1,2,0,5
60RC001130,30,0,0,1,3,4,2,4,4,12
60RC001131,22,1,0,1,6,0,2,2,5,5
60RC001132,14,0,0,1,2,0,4,1,2,4
60RC001133,82,17,17,12,13,11,1,2,1,8
60RC001134,30,4,6,2,4,1,2,5,3,3
60RC001135,52,3,0,5,9,10,4,5,4,12
60RC001136,51,6,0,1,6,8,4,1,12,13
60RC001137,16,1,0,0,0,2,1,3,5,4
60RC001138,50,4,1,1,5,7,5,6,9,12
60RC001139,75,9,7,10,12,7,7,10,6,7
60RC001140,43,4,6,6,6,4,2,1,4,10
60RC001141,10,0,0,0,1,1,3,1,4,0
60RC001142,22,2,0,1,2,3,1,2,7,4
60RC001143,21,2,0,1,0,3,4,2,3,6
60RC001144,25,1,1,3,1,5,2,6,2,4
60RC001145,27,2,0,5,2,6,6,3,2,1
60RC001146,21,1,1,3,4,0,2,3,4,3
60RC001147,7,0,2,2,1,0,0,1,1,0
60RC001148,1,0,0,0,0,0,0,1,0,0
60RC001149,2,0,1,0,0,0,0,0,1,0
60RC001150,4,2,0,0,0,1,1,0,0,0
60RC001151,52,8,6,10,8,4,4,6,3,3
60RC001152,94,15,7,17,11,13,10,9,9,3
60RC001153,21,3,2,1,3,2,3,1,3,3
60RC001154,6,0,0,1,0,1,0,1,0,3
60RC001155,30,3,1,7,6,1,1,2,3,6
60RC001156,24,1,1,1,2,4,1,2,6,6
60RC001157,16,2,0,5,0,0,0,2,3,4
60RC001158,30,2,0,5,5,3,8,1,2,4
60RC001159,67,11,4,12,12,5,5,4,9,5
60RC001160,105,8,16,16,21,9,14,6,7,8
60RC001161,4,0,0,0,2,0,0,0,1,1
60RC001162,22,1,4,0,4,1,1,5,3,3
60RC001163,20,1,0,3,0,3,3,5,3,2
60RC001164,22,0,0,5,4,2,6,1,2,2
60RC001165,56,5,2,4,8,6,8,5,11,7
60RC001166,21,2,0,6,7,0,1,2,2,1
60RC001167,60,4,5,8,10,9,7,8,3,6
60RC001168,54,4,6,7,9,6,3,3,4,12
60RC001169,99,12,8,15,16,12,5,14,10,7
60RC001170,47,5,8,7,12,2,2,4,3,4
60RC001171,17,4,2,4,3,1,1,1,1,0
60RC001172,10,0,0,3,0,1,0,3,3,0
60RC001173,111,18,2,28,20,16,3,9,8,7
60RC001174,51,10,9,11,8,3,2,6,1,1
60RC001175,70,2,6,10,14,7,6,7,8,10
60RC001176,41,3,3,5,11,6,0,2,8,3
60RC001177,61,3,6,15,4,5,5,6,9,8
60RC001178,84,22,9,14,14,7,6,10,1,1
60RC001179,63,15,12,7,10,9,3,1,3,3
60RC001180,90,20,11,17,15,8,8,5,2,4
60RC001181,60,5,6,12,12,6,3,5,4,7
60RC001182,44,6,0,9,7,5,6,0,3,8
60RC001183,40,8,2,4,1,2,2,2,14,5
60RC001184,59,5,1,9,4,5,5,15,9,6
60RC001185,112,14,8,34,13,18,3,9,7,6
60RC001186,87,11,10,15,11,13,4,9,12,2
60RC001187,21,2,1,3,2,5,2,1,1,4
60RC001188,158,31,18,41,17,17,12,6,8,8
60RC001189,78,21,26,12,9,1,3,2,2,2
60RC001190,49,14,12,6,8,1,1,2,0,5
60RC001191,51,12,12,10,6,5,2,0,0,4
60RC001192,73,17,16,15,5,11,2,1,1,5
60RC001193,53,9,13,9,3,7,3,2,2,5
60RC001194,63,14,13,12,9,7,4,1,0,3
60RC001195,34,4,0,7,11,1,5,3,3,0
60RC001196,51,9,7,8,14,6,3,1,1,2
60RC001197,37,2,4,3,4,3,7,0,3,11
60RC001198,48,5,2,3,6,4,4,8,8,8
60RC001199,53,13,14,8,8,3,1,5,0,1
60RC001200,62,12,11,9,8,8,2,6,3,3
60RC001201,66,12,15,11,4,4,4,5,3,8
60RC001202,64,6,16,15,11,4,3,7,2,0
60RC001203,99,17,15,21,13,9,6,8,2,8
60RC001204,55,11,6,15,8,4,3,4,3,1
60RC001205,92,15,10,17,18,14,6,4,4,4
60RC001206,43,5,6,7,9,1,7,0,3,5
60RC001207,105,20,10,28,15,9,4,9,7,3
60RC001208,92,16,13,25,11,5,4,4,8,6
60RC001209,68,7,13,14,9,6,6,6,2,5
60RC001210,57,12,6,7,8,8,4,2,7,3
60RC001211,81,21,11,13,9,10,3,4,5,5
60RC001212,78,10,9,10,18,7,8,8,3,5
60RC001213,43,13,7,3,5,3,1,5,4,2
60RC001214,86,10,13,21,11,12,3,8,4,4
60RC001215,70,5,6,16,9,10,9,2,8,5
60RC001216,59,4,4,15,18,6,2,3,4,3
60RC001217,12,1,0,2,3,3,0,1,0,2
60RC001218,23,1,1,2,2,3,1,4,3,6
60RC001219,30,5,3,1,6,3,2,6,1,3
60RC001220,47,5,5,7,9,4,6,6,1,4
60RC001221,25,1,1,4,6,1,2,1,5,4
60RC001222,57,7,4,14,8,7,0,5,7,5
60RC001223,3,2,0,0,0,0,1,0,0,0
60RC001224,103,19,9,24,14,13,5,10,3,6
60RC001225,99,21,8,19,12,16,7,4,5,7
60RC001226,46,3,1,1,0,5,7,1,14,14
60RC001227,40,2,3,5,3,6,8,3,6,4
60RC001228,59,4,1,7,8,7,8,7,9,8
60RC001229,84,8,1,9,9,12,7,4,18,16
60RC001230,32,2,1,2,4,4,5,5,5,4
60RC001231,37,6,3,5,8,3,2,2,4,4
60RC001232,51,2,1,10,3,6,9,3,9,8
60RC001233,42,2,1,1,8,4,5,6,7,8
60RC001234,30,1,0,5,0,4,4,8,3,5
60RC001235,63,8,7,15,7,8,2,4,7,5
60RC001236,85,11,5,12,17,8,7,10,12,3
60RC001237,31,0,2,2,5,5,5,5,4,3
60RC001238,33,0,1,5,2,4,1,10,3,7
60RC001239,13,1,0,2,4,0,0,2,2,2
60RC001240,43,2,2,4,4,7,3,6,6,9
60RC001241,17,3,0,4,1,3,1,1,3,1
60RC001242,32,3,2,5,4,3,1,3,9,2
60RC001243,48,1,1,4,8,5,5,2,15,7
60RC001244,26,2,3,4,4,4,1,1,4,3
60RC001245,28,3,2,4,7,0,2,4,2,4
60RC001246,44,1,4,3,12,4,3,6,3,8
60RC001247,54,6,5,7,6,0,12,10,0,8
60RC001248,59,3,2,14,15,7,2,6,3,7
60RC001249,25,0,1,2,5,1,3,5,5,3
60RC001250,32,6,3,8,5,1,0,2,1,6
60RC001251,34,3,1,2,10,1,5,6,3,3
60RC001252,10,0,1,1,4,0,0,0,2,2
60RC001253,54,2,3,5,12,6,4,6,7,9
60RC001254,36,4,8,6,8,3,2,2,2,1
